pid	imageid	finishing	shotpower	curve	longshots	volleys	freekickaccuracy	penalties	headingaccuracy	positioning	sprintspeed	acceleration	agility	reactions	jumping	stamina	strength	balance	shortpassing	longpassing	crossing	ballcontrol	dribbling	tacticalawareness	vision	standingtackle	slidingtackle	marking	aggression	gkdiving	gkhandling	gkkicking	gkreflexes	gkpositioning	poten	perfcon	perfcon_vn	perfcon_cn	perfcon_id	perfcon_kr	perfcon_th	fullname	shortname	badged	season	league	overallrating	positions	skillmoves	nation	club	birthday	height	weight	leftfoot	rightfoot	attack	defence	speciality	speciality_vn	speciality_cn	speciality_kr	hidden_score	hidden_score_vn	hidden_score_cn	hidden_score_kr	isliveboost	boostvalue
91158023	91158023	95	80	83	85	88	89	76	68	93	89	92	92	95	72	87	79	93	89	79	83	95	96	27	89	27	30	24	52	10	14	17	11	16	97	Good	Cao	?	Good	?	??	Lionel Messi	L. Messi	badged y2091	xi		91	cf-91	5	Argentina	WORLD BEST	24.6.1987 (30)	169	67	5	3	2	1	"Perfect Striker,Goal Getter,Acrobatic,Freekick Specialist,Delivery cross,Cannon Shooter,Technician,Fast runner,Solver"	"Cây s?n bàn,X? th?,Ngh? s?,Chuyên gia ?á ph?t,T?t bóng,??i pháo,V? công,Tia ch?p,Sát th?"	"???????,????,????,?????,????,????,????,??,???"	"??? ???,???,?????,??? ??????,?? ???,?? ??,????,????,???"	"Steel Body,Sharp curling shot,Impressive Skill"	"C?ng c?i,Sút xoáy,Tinh t?"	"????,????,????"	"???,??? ????,??? ???"		
91164240	91164240	51	79	62	74	68	75	75	87	63	83	81	74	84	91	83	86	73	82	83	64	80	72	92	75	92	87	91	79	14	17	11	15	14	89	Excellent	R?t cao	??	Excellent	??	??????	Thiago Silva	Thiago Silva	badged y2091	xi		87	cb-87	5	Brazil	WORLD BEST	22.9.1984 (33)	183	79	3	5	3	3	"Perfect Defender,Tanker,Vacuum Cleaner,Wall of Wail,Two hearts,Dominator of the air,Fast runner"	"T?ng ?á,Chi?n binh,Máy quét,B?c t??ng thép,Ng??i không ph?i,Chuyên gia không chi?n,Tia ch?p"	"??????,?????,???,????,???,?????,??"	"??? ???,??,?? ???,??? ?,??? ??,??? ???,????"	"Leadership,Prefer long pass (AI),Prefer long shot (AI),Strong Header"	"Lãnh ??o,Chuy?n dài (AI),Sút xa (AI),?ánh ??u m?nh"	"???,???? (AI),??? (AI),????"	"???,? ?? ?? (AI),??? ? ?? (AI),??? ??"		
91167397	91167397	89	84	83	86	93	73	88	91	95	81	82	87	92	92	78	83	73	72	58	58	88	77	44	69	49	29	27	65	14	17	11	10	13	92	Good	Cao	?	Good	?	??	Falcao	Falcao	badged y2091	xi		86	st-86	5	Colombia	WORLD BEST	10.2.1986 (32)	176	75	4	5	3	2	"Perfect Striker,Goal Getter,Tanker,Acrobatic,Cannon Shooter,Dominator of the air"	"Cây s?n bàn,X? th?,Chi?n binh,Ngh? s?,??i pháo,Chuyên gia không chi?n"	"???????,????,?????,????,????,?????"	"??? ???,???,??,?????,?? ??,??? ???"	"Sharp curling shot,Strong Header"	"Sút xoáy,?ánh ??u m?nh"	"????,????"	"??? ????,??? ??"		
91167495	91167495	22	47	24	23	20	20	42	28	27	57	58	55	93	78	55	79	43	47	48	24	45	32	28	40	21	19	20	42	89	87	90	87	86	90	Excellent	R?t cao	??	Excellent	??	??????	Manuel Neuer	M. Neuer	badged y2091	xi		88	gk-88	1	Germany	WORLD BEST	27.3.1986 (31)	193	92	4	5	2	2	Tanker	Chi?n binh	?????	??	"GK Assist in Offense (AI),GK Long Throw,GK Proficient 1:1 Defense"	"Lao lên tham gia ph?t góc (AI),Th? môn ném xa,TM ??i m?t"	"GK ???? (AI),GK ?????,GK1?1"	"GK ?? ?? (AI),GK ?? ???,GK ??? 1:1 ??"		
91176676	91176676	70	86	82	69	57	71	60	75	77	89	87	85	88	83	89	78	83	83	80	89	88	88	87	70	90	88	88	84	17	11	11	14	11	82	Average	TB	?	Normal	??	????????	Marcelo	Marcelo	badged y2091	xi		87	rb-87	5	Brazil	WORLD BEST	12.5.1988 (29)	174	75	5	3	3	2	"Perfect Defender,Acrobatic,Vacuum Cleaner,Wall of Wail,Delivery cross,Technician,Fast runner"	"T?ng ?á,Ngh? s?,Máy quét,B?c t??ng thép,T?t bóng,V? công,Tia ch?p"	"??????,????,???,????,????,????,??"	"??? ???,?????,?? ???,??? ?,?? ???,????,????"	"Steel Body,Impressive Skill"	"C?ng c?i,Tinh t?"	"????,????"	"???,??? ???"		
91177003	91177003	81	85	80	79	80	89	79	68	84	85	84	88	84	73	86	82	89	90	90	82	90	94	75	88	78	67	67	75	15	15	17	15	8	90	Good	Cao	?	Good	?	??	Luka Modric	L. Modric	badged y2091	xi		86	"cm-86,cdm-81"	5	Croatia	WORLD BEST	9.9.1985 (32)	174	65	5	5	3	2	"Perfect Striker,Perfect Midfielder,Goal Getter,Tanker,Acrobatic,Freekick Specialist,Delivery cross,Cannon Shooter,Maestro,Technician,Fast runner"	"Cây s?n bàn,Nh?c tr??ng,X? th?,Chi?n binh,Ngh? s?,Chuyên gia ?á ph?t,T?t bóng,??i pháo,B?c th?y,V? công,Tia ch?p"	"???????,???????,????,?????,????,?????,????,????,????,????,??"	"??? ???,??? ????,???,??,?????,??? ??????,?? ???,?? ??,?????,????,????"	"Prefer long pass (AI),Play maker (AI),Pass master"	"Chuy?n dài (AI),Ki?n t?o (AI),Chuyên gia chuy?n bóng"	"???? (AI),????? (AI),????"	"? ?? ?? (AI),??? ??? (AI),?? ???"		
91179944	91179944	62	74	71	74	72	77	73	85	77	83	81	82	82	82	80	84	81	79	71	70	80	77	85	73	88	85	85	91	13	18	16	18	14	84	Average	TB	?	Normal	??	????????	David Luiz	David Luiz	badged y2091	xi		84	"cdm-81,cb-84"	5	Brazil	WORLD BEST	22.4.1987 (30)	189	84	3	5	3	2	"Perfect Defender,Tanker,Acrobatic,Vacuum Cleaner,Wall of Wail,Dominator of the air,Fast runner"	"T?ng ?á,Chi?n binh,Ngh? s?,Máy quét,B?c t??ng thép,Chuyên gia không chi?n,Tia ch?p"	"??????,?????,????,???,????,?????,??"	"??? ???,??,?????,?? ???,??? ?,??? ???,????"	"Impressive Skill,Prefer long pass (AI)"	"Tinh t?,Chuy?n dài (AI)"	"????,???? (AI)"	"??? ???,? ?? ?? (AI)"		
91182521	91182521	77	87	90	89	80	89	73	63	81	79	75	84	89	58	86	83	89	92	90	88	91	86	76	89	74	66	53	71	13	15	16	18	14	86	Average	TB	?	Normal	??	????????	Toni Kroos	T. Kroos	badged y2091	xi		86	"cam-86,cm-87,cdm-80"	5	Germany	WORLD BEST	4.1.1990 (28)	182	78	5	5	2	2	"Perfect Midfielder,Tanker,Acrobatic,Freekick Specialist,Delivery cross,Cannon Shooter,Maestro,Technician"	"Nh?c tr??ng,Chi?n binh,Ngh? s?,Chuyên gia ?á ph?t,T?t bóng,??i pháo,B?c th?y,V? công"	"???????,?????,????,?????,????,????,????,????"	"??? ????,??,?????,??? ??????,?? ???,?? ??,?????,????"	"Prefer early cross (AI),Prefer long shot (AI),Play maker (AI),Pass master"	"T?t bóng s?m (AI),Sút xa (AI),Ki?n t?o (AI),Chuyên gia chuy?n bóng"	"???? (AI),??? (AI),????? (AI),????"	"???? (AI),??? ? ?? (AI),??? ??? (AI),?? ???"		
91183898	91183898	82	90	86	85	81	79	72	70	86	93	88	86	84	79	87	80	83	86	84	86	85	89	75	86	73	68	53	77	13	15	18	17	16	88	Average	TB	?	Normal	??	????????	Angel Di Maria	A. Di Maria	badged y2091	xi		85	"cam-85,rm-86,cm-84"	5	Argentina	WORLD BEST	14.2.1988 (29)	180	75	5	2	3	2	"Perfect Striker,Perfect Midfielder,Goal Getter,Acrobatic,Freekick Specialist,Delivery cross,Cannon Shooter,Maestro,Technician,Fast runner"	"Cây s?n bàn,Nh?c tr??ng,X? th?,Ngh? s?,Chuyên gia ?á ph?t,T?t bóng,??i pháo,B?c th?y,V? công,Tia ch?p"	"???????,???????,????,????,?????,????,????,????,????,??"	"??? ???,??? ????,???,?????,??? ??????,?? ???,?? ??,?????,????,????"	"Prefer main feet,Prefer sliding tackle (AI)"	"Tránh sai chân thu?n,Xo?c bóng (AI)"	"?????,???? (AI)"	"?? ??,???? ?? ?? (AI)"		
91190871	91190871	88	87	83	84	87	87	82	75	86	88	91	93	88	72	85	80	94	80	80	80	94	93	39	84	30	41	36	71	14	14	17	14	17	83	Average	TB	?	Normal	??	????????	Neymar	Neymar	badged y2091	xi		87	rw-87	5	Brazil	WORLD BEST	5.2.1992 (26)	174	68	5	5	3	2	"Perfect Striker,Goal Getter,Acrobatic,Freekick Specialist,Delivery cross,Cannon Shooter,Technician,Fast runner"	"Cây s?n bàn,X? th?,Ngh? s?,Chuyên gia ?á ph?t,T?t bóng,??i pháo,V? công,Tia ch?p"	"???????,????,????,?????,????,????,????,??"	"??? ???,???,?????,??? ??????,?? ???,?? ??,????,????"	"Diver,Steel Body,Sharp curling shot,Impressive Skill"	"?n v?,C?ng c?i,Sút xoáy,Tinh t?"	"??,????,????,????"	"???,???,??? ????,??? ???"		
91195864	91195864	77	93	81	91	81	72	72	87	84	86	85	85	88	87	91	90	80	87	86	76	91	91	78	84	86	90	79	89	10	11	16	11	17	82	Average	TB	?	Normal	??	????????	Paul Pogba	P. Pogba	badged y2091	xi		86	cm-86	5	France	WORLD BEST	15.3.1993 (24)	188	80	4	5	3	2	"Perfect Midfielder,Perfect Defender,Tanker,Acrobatic,Vacuum Cleaner,Wall of Wail,Cannon Shooter,Maestro,Technician,Dominator of the air,Fast runner"	"Nh?c tr??ng,T?ng ?á,Chi?n binh,Ngh? s?,Máy quét,B?c t??ng thép,??i pháo,B?c th?y,V? công,Chuyên gia không chi?n,Tia ch?p"	"???????,??????,?????,????,???,????,????,????,????,?????,??"	"??? ????,??? ???,??,?????,?? ???,??? ?,?? ??,?????,????,??? ???,????"	"Prefer sliding tackle (AI),Impressive Skill,Prefer long shot (AI),Pass master"	"Xo?c bóng (AI),Tinh t?,Sút xa (AI),Chuyên gia chuy?n bóng"	"???? (AI),????,??? (AI),????"	"???? ?? ?? (AI),??? ???,??? ? ?? (AI),?? ???"		
