pid,finishing,shotpower,curve,longshots,volleys,freekickaccuracy,penalties,headingaccuracy,positioning,sprintspeed,acceleration,agility,reactions,jumping,stamina,strength,balance,shortpassing,longpassing,crossing,ballcontrol,dribbling,tacticalawareness,vision,standingtackle,slidingtackle,marking,aggression,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning,poten,perfcon,perfcon_vn,perfcon_cn,perfcon_id,perfcon_kr,perfcon_th,fullname,shortname,badged,season,league,overallrating,positions,skillmoves,nation,club,birthday,height,weight,leftfoot,rightfoot,attack,defence,speciality,speciality_vn,speciality_cn,speciality_kr,hidden_score,hidden_score_vn,hidden_score_cn,hidden_score_kr
"7031831",65,69,64,69,71,63,77,62,67,65,69,74,66,65,71,75,71,74,69,67,71,67,57,73,62,65,57,68,8,4,7,5,6,"74","Good","Cao","高","Good","상","ดี","Kim Kallstrom","K. Kallstrom","badged y2007","2007","ligue-1","69","cam-69,cm-69,lm-68,cdm-66",3,"Sweden","Olympique Lyon","24.8.1982(34)","181","83","5","4","3","2","Tanker,Maestro","Chiến binh,Bậc thầy","重量级球员,节奏大师","탱커,마에스트로","Short tempered","Tranh cãi trọng tài","与裁判争论","다혈질"
"7034079",38,36,57,31,35,31,55,58,70,74,73,69,68,51,73,64,66,62,53,69,67,65,69,62,67,74,67,58,6,6,7,6,7,"71","Good","Cao","高","Good","상","ดี","Ashley Cole","A. Cole","badged y2007","2007","barclays-premier-league","69","lb-69,lwb-69",3,"England","Chelsea","20.12.1980(35)","173","67","5","3","3","2","","","","","","","",""
"7041236",74,74,58,70,66,73,71,77,61,73,66,60,68,70,57,77,74,60,30,48,75,75,17,69,17,15,12,68,10,5,8,5,6,"77","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Zlatan Ibrahimovic","Z. Ibrahimovic","badged y2007","2007","serie-a","71","st-71,cf-69",5,"Sweden","Inter","3.10.1981(35)","192","84","3","5","2","1","Perfect Striker,Goal Getter,Tanker,Freekick Specialist,Technician,Dominator of the air,Solver","Cây săn bàn,Xạ thủ,Chiến binh,Chuyên gia đá phạt,Vũ công,Chuyên gia không chiến,Sát thủ","完美的进球机器,进球机器,重量级球员,任意球大师,控球大师,高空制空权,终结者","완벽한 공격수,골게터,탱커,프리킥 스페셜리스트,테크니션,공중의 지배자,해결사","Prefer individual play (AI)","Cá nhân (AI)","独狼 (AI)","개인 플레이 선호 (AI)"
"7041635",23,59,57,29,17,46,58,72,69,65,72,66,64,66,64,68,72,60,57,58,61,40,70,69,74,68,72,63,11,6,10,11,9,"69","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Philippe Mexes","P. Mexes","badged y2007","2007","serie-a","68","cb-68,rb-66,sw-68",2,"France","Roma","30.3.1982(34)","187","82","4","5","2","3","","","","","","","",""
"7045119",45,72,74,68,69,73,68,51,72,67,66,71,65,66,75,58,62,74,73,73,72,67,67,75,51,42,59,57,10,5,6,11,8,"70","Good","Cao","高","Good","상","ดี","Mikel Arteta","M. Arteta","badged y2007","2007","barclays-premier-league","70","cm-70,cam-69,rm-69,lm-69",3,"Spain","Everton","26.3.1982(34)","175","70","3","5","2","2","Perfect Midfielder,Freekick Specialist,Delivery cross,Maestro","Nhạc trưởng,Chuyên gia đá phạt,Tạt bóng,Bậc thầy","完美的中场大师,任意球大师,传中高手,节奏大师","완벽한 미드필더,프리킥 스페셜리스트,택배 크로스,마에스트로","Diver,Impressive Skill,Play maker (AI)","Ăn vạ,Tinh tế,Kiến tạo (AI)","假摔,花式大师,组织型球员 (AI)","다이버,화려한 개인기,플레이 메이커 (AI)"
"7045186",55,62,76,62,64,60,62,42,64,80,75,69,64,52,67,55,60,66,66,77,74,77,32,65,34,30,49,44,11,6,11,6,5,"77","Good","Cao","高","Good","상","ดี","Joaquin","Joaquin","badged y2007","2007","liga-bbva","69","rw-69,rm-70,cam-68",4,"Spain","Valencia CF","21.7.1981(35)","179","75","3","5","3","2","Delivery cross,Fast runner","Tạt bóng,Tia chớp","传中高手,飞翼","택배 크로스,날쌘돌이","Impressive Skill,Pass master","Tinh tế,Chuyên gia chuyền bóng","花式大师,传球大师","화려한 개인기,패스 마스터"
"7045197",57,70,68,78,62,71,58,59,74,64,65,68,68,61,72,65,66,75,80,64,75,58,74,80,61,58,70,48,10,7,4,8,6,"74","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Xabi Alonso","X. Alonso","badged y2007","2007","barclays-premier-league","73","cm-73,cdm-70,rm-68",2,"Spain","Liverpool","25.11.1981(34)","183","75","4","5","1","2","Vacuum Cleaner,Cannon Shooter,Maestro","Máy quét,Đại pháo,Bậc thầy","清道夫,远射高手,节奏大师","진공 청소기,캐논 슈터,마에스트로","Prefer long pass (AI),Prefer long shot (AI),Play maker (AI),Pass master","Chuyền dài (AI),Sút xa (AI),Kiến tạo (AI),Chuyên gia chuyền bóng","善于长传 (AI),重炮手 (AI),组织型球员 (AI),传球大师","긴 패스 선호 (AI),중거리 슛 선호 (AI),플레이 메이커 (AI),패스 마스터"
"7045574",63,64,74,74,72,74,59,57,62,71,68,68,75,63,63,56,68,78,74,73,75,72,40,74,28,18,11,44,5,6,5,10,5,"76","Good","Cao","高","Good","상","ดี","Rafael van der Vaart","R. van der Vaart","badged y2007","2007","bundesliga","72","cam-72,cm-69,cf-70,lm-71",4,"Holland","Hamburger SV","11.2.1983(33)","175","70","5","4","2","2","Perfect Midfielder,Freekick Specialist,Delivery cross,Maestro","Nhạc trưởng,Chuyên gia đá phạt,Tạt bóng,Bậc thầy","完美的中场大师,任意球大师,传中高手,节奏大师","완벽한 미드필더,프리킥 스페셜리스트,택배 크로스,마에스트로","Impressive Skill,Prefer long shot (AI),Play maker (AI),Pass master","Tinh tế,Sút xa (AI),Kiến tạo (AI),Chuyên gia chuyền bóng","花式大师,重炮手 (AI),组织型球员 (AI),传球大师","화려한 개인기,중거리 슛 선호 (AI),플레이 메이커 (AI),패스 마스터"
"7045674",58,71,57,71,65,49,57,65,78,70,74,68,74,66,84,72,70,78,73,63,72,66,70,72,78,80,72,73,6,7,6,4,6,"75","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Michael Essien","M. Essien","badged y2007","2007","barclays-premier-league","73","cm-73,cdm-74,cb-73,cam-71",3,"Ghana","Chelsea","3.12.1982(33)","177","77","4","5","2","3","Wall of Wail","Bức tường thép","抢断高手","통곡의 벽","Leadership,Prefer long shot (AI)","Lãnh đạo,Sút xa (AI)","领导力,重炮手 (AI)","리더쉽,중거리 슛 선호 (AI)"
"7046857",74,50,77,77,20,80,68,67,68,64,67,69,69,70,67,68,71,69,58,82,70,69,62,72,45,19,44,62,8,5,10,8,6,"71","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Morten Gamst Pedersen","M. Gamst Pedersen","badged y2007","2007","football-league-championship","69","lm-69,lw-70,rm-69",4,"Norway","Blackburn Rovers","8.9.1981(35)","180","71","5","5","3","1","Goal Getter,Freekick Specialist,Delivery cross","Xạ thủ,Chuyên gia đá phạt,Tạt bóng","进球机器,任意球大师,传中高手","골게터,프리킥 스페셜리스트,택배 크로스","Sharp curling shot,Prefer long shot (AI)","Sút xoáy,Sút xa (AI)","a搓射高手,重炮手 (AI)","예리한 감아차기,중거리 슛 선호 (AI)"
"7048717",15,58,13,14,18,9,11,10,24,52,57,65,62,64,66,64,42,50,37,15,22,30,21,49,17,13,11,62,69,66,73,72,67,"68","Good","Cao","高","Good","상","ดี","Julio Cesar","J. Cesar","badged y2007","2007","serie-a","68","gk-68",1,"Brazil","Inter","3.9.1979(37)","186","79","3","5","2","2","","","","","","","",""
"7048940",15,17,15,9,14,16,10,16,42,45,45,45,70,66,40,62,52,21,19,9,20,16,21,51,23,26,15,57,77,76,71,78,74,"77","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Petr Cech","P. Cech","badged y2007","2007","barclays-premier-league","75","gk-75",1,"Czech Republic","Chelsea","20.5.1982(34)","196","88","5","3","2","2","","","","","","","",""
"7049012",75,67,49,55,66,27,57,77,69,71,68,57,71,75,74,67,65,66,40,51,65,64,34,62,26,23,16,66,6,6,7,7,8,"74","Average","TB","中","Normal","보통","ดปานกลาง","Kevin Kuranyi","K. Kuranyi","badged y2007","2007","bundesliga","69","st-69,cf-67",2,"Germany","FC Schalke 04","2.3.1982(34)","190","80","3","5","3","3","Two hearts,Dominator of the air","Người không phổi,Chuyên gia không chiến","跑不死,高空制空权","두개의 심장,공중의 지배자","Strong Header","Đánh đầu mạnh","强力头球","강력한 헤딩"
"7049045",76,74,27,54,65,28,74,67,68,67,57,60,67,66,70,72,62,57,34,42,68,69,15,62,25,19,15,37,11,11,8,12,15,"70","Good","Cao","高","Good","상","ดี","Kris Boyd","K. Boyd","badged y2007","2007","","68","st-68,cf-66",3,"Scotland","Rest of the World","18.8.1983(33)","183","82","3","5","2","1","Solver","Sát thủ","终结者","해결사","","","",""
"7049072",78,74,57,66,64,63,68,67,69,69,71,69,72,68,65,59,60,65,57,61,65,62,19,66,15,15,18,57,7,6,6,6,6,"72","Good","Cao","高","Good","상","ดี","Diego Forlan","D. Forlan","badged y2007","2007","liga-bbva","69","st-69,cf-68,rf-68,lf-68",3,"Uruguay","Atletico Madrid","19.5.1979(37)","179","75","4","5","2","2","Solver","Sát thủ","终结者","해결사","Impressive Skill,Strong Header","Tinh tế,Đánh đầu mạnh","花式大师,强力头球","화려한 개인기,강력한 헤딩"
"7049369",74,73,70,63,74,57,68,66,75,76,77,74,75,68,66,64,63,66,52,58,74,74,30,69,20,16,17,53,8,9,11,11,8,"76","Good","Cao","高","Good","상","ดี","Fernando Torres","F. Torres","badged y2007","2007","barclays-premier-league","72","st-72,rf-72,cf-72",3,"Spain","Liverpool","20.3.1984(32)","183","70","4","5","2","2","Acrobatic,Technician,Solver","Nghệ sĩ,Vũ công,Sát thủ","杂耍高手,控球大师,终结者","아크로바틱,테크니션,해결사","","","",""
"7049617",58,65,19,23,34,43,52,71,68,75,77,68,67,66,69,68,66,60,62,60,66,56,66,66,71,69,70,67,6,6,8,7,9,"71","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Cristian Zaccardo","C. Zaccardo","badged y2007","2007","serie-a","68","rb-68,cb-68",2,"Italy","Palermo","21.12.1981(34)","184","77","4","5","2","2","","","","","","","",""
"7050598",76,71,57,52,66,39,69,69,74,80,80,68,73,68,71,62,67,58,44,58,67,63,18,59,34,32,26,51,11,6,11,9,4,"72","Good","Cao","高","Good","상","ดี","Darren Bent","D. Bent","badged y2007","2007","barclays-premier-league","70","st-70,rw-67",3,"England","Tottenham Hotspur","6.2.1984(32)","180","73","3","5","1","1","Fast runner,Solver","Tia chớp,Sát thủ","飞翼,终结者","날쌘돌이,해결사","Insists preferred position,Sharp curling shot","Không linh hoạt,Sút xoáy","固定站位,a搓射高手","선호 포지션 고집,예리한 감아차기"
"7051123",67,71,68,70,69,62,69,75,68,71,71,74,72,77,74,67,68,70,64,66,72,65,63,73,63,67,51,66,6,5,4,5,6,"74","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Mathieu Bodmer","M. Bodmer","badged y2007","2007","ligue-1","69","cm-69,cdm-66,cb-65,cam-69",3,"France","Olympique Lyon","22.11.1982(33)","190","90","4","5","2","2","Acrobatic","Nghệ sĩ","杂耍高手","아크로바틱","Leadership","Lãnh đạo","领导力","리더쉽"
"7052091",43,62,67,51,35,35,42,59,67,77,76,68,67,69,71,62,70,64,69,63,68,65,68,59,66,72,67,60,11,11,10,6,4,"71","Good","Cao","高","Good","상","ดี","Patrice Evra","P. Evra","badged y2007","2007","barclays-premier-league","68","lb-68,lwb-68,lm-65",3,"France","Manchester United","15.5.1981(35)","173","76","5","3","3","3","","","","","","","",""
"7053302",67,73,65,71,67,68,70,73,68,65,68,69,70,65,68,69,71,71,68,68,66,69,67,67,68,73,65,80,6,12,8,8,8,"75","Good","Cao","高","Good","상","ดี","Daniele De Rossi","D. De Rossi","badged y2007","2007","serie-a","68","cdm-68,cm-68,rm-68",2,"Italy","Roma","24.7.1983(33)","184","78","4","5","2","3","","","","","","","",""
"7053612",19,63,33,21,25,38,23,77,76,65,62,43,62,73,67,71,66,57,49,32,56,38,72,62,77,71,78,64,10,5,9,11,6,"75","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Per Mertesacker","P. Mertesacker","badged y2007","2007","bundesliga","71","cb-71,sw-71",2,"Germany","Werder Bremen","29.9.1984(32)","196","85","3","5","2","2","Dominator of the air","Chuyên gia không chiến","高空制空权","공중의 지배자","Strong Header","Đánh đầu mạnh","强力头球","강력한 헤딩"
"7054050",76,77,68,75,82,72,70,57,70,72,74,74,75,57,76,78,77,74,61,65,78,74,37,76,35,26,23,84,9,6,4,10,9,"77","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Wayne Rooney","W. Rooney","badged y2007","2007","barclays-premier-league","74","cf-74,st-73,rf-74,lf-74",3,"England","Manchester United","24.10.1985(30)","176","78","4","5","3","3","Perfect Striker,Goal Getter,Tanker,Acrobatic,Cannon Shooter,Two hearts,Technician","Cây săn bàn,Xạ thủ,Chiến binh,Nghệ sĩ,Đại pháo,Người không phổi,Vũ công","完美的进球机器,进球机器,重量级球员,杂耍高手,远射高手,跑不死,控球大师","완벽한 공격수,골게터,탱커,아크로바틱,캐논 슈터,두개의 심장,테크니션","Short tempered,Prefer long shot (AI)","Tranh cãi trọng tài,Sút xa (AI)","与裁判争论,重炮手 (AI)","다혈질,중거리 슛 선호 (AI)"
"7103133",62,69,68,71,73,56,70,62,75,68,67,56,67,64,64,56,57,66,65,67,73,71,41,67,36,35,31,33,11,8,4,11,5,"69","Good","Cao","高","Good","상","ดี","Seol Ki Hyeon","S. Ki Hyeon","badged y2007","2007","football-league-championship","68","rm-68,lm-68,cf-69",3,"Korea Republic","Reading","8.1.1979(37)","184","73","4","5","2","2","","","","","","","",""
"7112253",23,56,23,54,23,40,13,54,71,59,60,69,69,57,76,62,66,73,62,61,71,62,74,77,68,70,66,73,5,10,6,9,11,"74","Good","Cao","高","Good","상","ดี","Jeremy Toulalan","J. Toulalan","badged y2007","2007","ligue-1","70","cdm-70,cm-68",2,"France","Olympique Lyon","10.9.1983(33)","183","83","3","5","2","3","Vacuum Cleaner,Maestro","Máy quét,Bậc thầy","清道夫,节奏大师","진공 청소기,마에스트로","Pass master","Chuyên gia chuyền bóng","传球大师","패스 마스터"
"7113422",80,74,69,74,71,75,78,64,73,73,74,76,75,68,76,72,73,75,66,69,72,70,27,78,40,28,35,65,9,10,11,8,10,"80","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","David Villa","D. Villa","badged y2007","2007","liga-bbva","73","st-73,cf-73,rf-73",4,"Spain","Valencia CF","3.12.1981(34)","175","69","4","5","3","2","Goal Getter,Acrobatic,Freekick Specialist,Cannon Shooter","Xạ thủ,Nghệ sĩ,Chuyên gia đá phạt,Đại pháo","进球机器,杂耍高手,任意球大师,远射高手","골게터,아크로바틱,프리킥 스페셜리스트,캐논 슈터","","","",""
"7119152",32,73,50,69,29,58,34,71,70,69,68,51,68,72,76,75,71,61,58,34,57,40,69,59,76,74,74,72,6,6,6,4,6,"74","Good","Cao","高","Good","상","ดี","Kolo Toure","K. Toure","badged y2007","2007","barclays-premier-league","71","cb-71,rb-66,cdm-67",2,"Ivory Coast","Arsenal","19.3.1981(35)","183","76","4","5","2","2","Wall of Wail","Bức tường thép","抢断高手","통곡의 벽","Prefer long shot (AI)","Sút xa (AI)","重炮手 (AI)","중거리 슛 선호 (AI)"
"7120304",51,69,43,45,56,57,45,59,72,68,67,69,70,53,77,74,74,73,58,52,65,61,70,69,73,66,73,70,7,6,6,7,7,"73","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Jean II Makoun","J. II Makoun","badged y2007","2007","ligue-1","69","cdm-69,cm-66,rm-64,rwb-67",2,"Cameroon","LOSC Lille","29.5.1983(33)","173","72","3","5","2","2","","","","","","","",""
"7121939",31,43,60,65,34,34,45,37,75,71,71,74,76,57,68,47,58,72,56,74,73,72,79,71,72,80,70,62,8,9,11,9,8,"75","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Philipp Lahm","P. Lahm","badged y2007","2007","bundesliga","73","lwb-73,rwb-73,lb-72,cdm-70",3,"Germany","Bayern Munchen","11.11.1983(32)","170","62","4","5","2","3","Perfect Defender,Acrobatic,Vacuum Cleaner,Wall of Wail","Tảng đá,Nghệ sĩ,Máy quét,Bức tường thép","完美防守大将,杂耍高手,清道夫,抢断高手","완벽한 수비수,아크로바틱,진공 청소기,통곡의 벽","Prefer sliding tackle (AI)","Xoạc bóng (AI)","铲断高手 (AI)","슬라이딩 태클 선호 (AI)"
"7135451",34,17,19,23,11,22,6,25,65,49,55,57,70,74,62,61,52,18,23,18,17,22,20,61,23,21,29,51,71,70,64,68,68,"72","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Gomes","Gomes","badged y2007","2007","eredivisie","69","gk-69",1,"Brazil","PSV","15.2.1981(35)","191","82","2","5","2","2","","","","","","","",""
"7136138",72,69,74,67,73,70,68,46,70,70,73,77,70,42,66,52,62,78,71,71,80,76,30,75,34,24,21,54,7,9,11,11,4,"76","Good","Cao","高","Good","상","ดี","Diego","Diego","badged y2007","2007","bundesliga","74","cam-74,cm-69,lm-73,rm-73",4,"Brazil","Werder Bremen","28.2.1985(31)","173","73","4","5","2","2","Acrobatic,Maestro","Nghệ sĩ,Bậc thầy","杂耍高手,节奏大师","아크로바틱,마에스트로","Impressive Skill,Play maker (AI),Pass master","Tinh tế,Kiến tạo (AI),Chuyên gia chuyền bóng","花式大师,组织型球员 (AI),传球大师","화려한 개인기,플레이 메이커 (AI),패스 마스터"
"7137494",65,73,35,62,71,37,68,65,67,82,84,80,74,72,69,71,74,62,40,44,67,71,22,64,34,30,22,65,10,7,8,4,11,"72","Good","Cao","高","Good","상","ดี","Obafemi Martins","O. Martins","badged y2007","2007","barclays-premier-league","69","st-69,lf-68",3,"Nigeria","Newcastle United","28.10.1984(31)","170","70","5","5","2","2","Acrobatic,Fast runner","Nghệ sĩ,Tia chớp","杂耍高手,飞翼","아크로바틱,날쌘돌이","Impressive Skill,Strong Header","Tinh tế,Đánh đầu mạnh","花式大师,强力头球","화려한 개인기,강력한 헤딩"
"7137671",74,65,73,70,67,65,71,68,74,72,70,67,65,68,68,67,61,64,49,53,64,73,29,61,26,17,13,59,6,6,5,4,6,"76","Good","Cao","高","Good","상","ดี","Peter Odemwingie","P. Odemwingie","badged y2007","2007","","69","st-69,cf-68,cam-66",3,"Nigeria","Rest of the World","15.7.1981(35)","182","75","4","5","3","1","Goal Getter","Xạ thủ","进球机器","골게터","","","",""
"7138123",50,66,54,49,51,44,62,68,64,71,70,67,66,68,74,69,70,72,67,71,69,63,71,67,74,64,72,71,11,11,8,6,5,"73","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Esteban Cambiasso","E. Cambiasso","badged y2007","2007","serie-a","70","cdm-70,cm-67,cam-65",2,"Argentina","Inter","18.8.1980(36)","177","78","5","4","2","2","","","","","","","",""
"7139094",8,26,8,9,16,9,10,10,24,24,23,38,74,71,37,59,26,19,19,7,18,7,19,48,23,24,10,57,70,68,63,74,68,"72","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Helton","Helton","badged y2007","2007","liga-portuguesa","70","gk-70",1,"Brazil","FC Porto","18.5.1978(38)","186","74","4","5","2","2","","","","","","","",""
"7139869",72,69,74,74,70,76,61,57,64,68,68,66,69,57,62,61,68,77,75,69,72,74,57,71,59,30,51,57,6,2,2,9,4,"75","Good","Cao","高","Good","상","ดี","Wesley Sneijder","W. Sneijder","badged y2007","2007","liga-bbva","70","cm-70,lm-70",3,"Holland","Real Madrid","9.6.1984(32)","170","67","4","5","2","2","Freekick Specialist,Technician","Chuyên gia đá phạt,Vũ công","任意球大师,控球大师","프리킥 스페셜리스트,테크니션","Pass master","Chuyên gia chuyền bóng","传球大师","패스 마스터"
"7140601",34,47,36,34,26,40,43,80,71,63,62,50,64,78,67,76,68,57,59,34,58,35,70,51,73,69,71,80,8,10,13,5,15,"74","Good","Cao","高","Good","상","ดี","Nemanja Vidic","N. Vidic","badged y2007","2007","barclays-premier-league","71","cb-71,cdm-65",2,"Serbia","Manchester United","21.10.1981(34)","188","84","3","5","1","3","Tanker,Dominator of the air","Chiến binh,Chuyên gia không chiến","重量级球员,高空制空权","탱커,공중의 지배자","Strong Header","Đánh đầu mạnh","强力头球","강력한 헤딩"
"7141645",26,58,62,35,35,38,57,69,74,72,74,67,68,69,68,70,68,71,62,73,70,49,76,75,71,72,72,75,6,7,8,6,4,"74","Average","TB","中","Normal","보통","ดปานกลาง","Eric Abidal","E. Abidal","badged y2007","2007","liga-bbva","71","lb-71,lwb-70,cb-71",3,"France","FC Barcelona","11.9.1979(37)","186","75","5","3","2","2","Vacuum Cleaner","Máy quét","清道夫","진공 청소기","","","",""
"7142708",77,69,62,69,65,59,72,68,68,68,68,68,75,68,72,67,69,70,62,59,68,64,30,65,29,25,25,59,6,6,6,6,6,"71","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Diego Milito","D. Milito","badged y2007","2007","liga-adelante","69","cf-69,st-70",3,"Argentina","Real Zaragoza","12.6.1979(37)","183","78","3","5","3","2","Goal Getter","Xạ thủ","进球机器","골게터","","","",""
"7142754",45,57,53,55,45,25,47,56,73,62,61,66,68,58,72,58,68,75,74,57,68,51,78,77,72,68,68,74,6,6,5,4,8,"73","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Javier Mascherano","J. Mascherano","badged y2007","2007","barclays-premier-league","71","cdm-71,cm-70,rm-64,lm-64",2,"Argentina","Liverpool","8.6.1984(32)","174","71","3","5","2","3","Vacuum Cleaner,Maestro","Máy quét,Bậc thầy","清道夫,节奏大师","진공 청소기,마에스트로","","","",""
"7143001",74,74,65,67,69,78,68,51,70,71,74,70,68,57,68,75,76,74,58,67,76,77,49,73,30,20,28,74,9,10,6,6,10,"76","Good","Cao","高","Good","상","ดี","Carlos Tevez","C. Tevez","badged y2007","2007","barclays-premier-league","72","cf-72,st-70,rf-72,lf-72",4,"Argentina","Manchester United","5.2.1984(32)","172","75","4","5","3","3","Freekick Specialist,Technician","Chuyên gia đá phạt,Vũ công","任意球大师,控球大师","프리킥 스페셜리스트,테크니션","","","",""
"7146530",28,54,53,36,54,66,45,65,70,75,74,68,74,66,80,69,74,72,73,72,69,65,69,57,72,77,73,73,9,10,6,11,7,"77","Good","Cao","高","Good","상","ดี","Dani Alves","D. Alves","badged y2007","2007","liga-bbva","73","rb-73,rwb-72,rw-63",4,"Brazil","Sevilla FC","6.5.1983(33)","171","64","4","5","3","1","Wall of Wail","Bức tường thép","抢断高手","통곡의 벽","","","",""
"7146536",61,56,67,71,67,39,47,46,56,76,74,71,67,54,68,57,61,69,58,68,70,80,28,65,17,22,23,50,4,6,6,7,6,"78","Good","Cao","高","Good","상","ดี","Jesus Navas","J. Navas","badged y2007","2007","liga-bbva","69","rw-69,cam-68,rm-68,cf-67",4,"Spain","Sevilla FC","21.11.1985(30)","170","60","3","5","2","2","","","","","","","",""
"7147777",67,66,61,61,53,45,36,40,67,68,69,62,58,44,61,58,60,74,62,67,74,74,23,75,35,38,27,52,9,6,9,6,6,"76","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Andrey Arshavin","A. Arshavin","badged y2007","2007","national-team","70","cam-70,rm-69,cf-68,rw-69",4,"Russia","Russia","29.5.1981(35)","172","69","4","5","1","1","","","","","","","",""
"7148119",6,20,6,7,9,7,8,6,24,39,43,70,68,64,46,57,50,19,19,7,18,7,12,60,7,7,14,45,75,71,66,78,68,"76","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Igor Akinfeev","I. Akinfeev","badged y2007","2007","national-team","72","gk-72",1,"Russia","Russia","8.4.1986(30)","184","78","4","5","2","2","","","","","","","",""
"7153079",72,68,62,65,74,68,64,56,69,73,72,71,70,57,52,46,54,68,62,62,74,74,19,70,17,10,11,38,7,6,6,5,6,"75","Average","TB","中","Normal","보통","ดปานกลาง","Sergio Aguero","S. Aguero","badged y2007","2007","liga-bbva","70","cf-70",4,"Argentina","Atletico Madrid","2.6.1988(28)","172","74","5","3","3","2","","","","","","","",""
"7155862",36,53,45,35,25,51,39,73,71,72,71,64,68,73,73,73,74,69,54,56,68,61,73,61,77,73,74,71,7,10,6,11,7,"78","Good","Cao","高","Good","상","ดี","Sergio Ramos","S. Ramos","badged y2007","2007","liga-bbva","70","rb-70,rwb-69,cb-72",3,"Spain","Real Madrid","30.3.1986(30)","183","73","3","5","3","2","Vacuum Cleaner,Wall of Wail","Máy quét,Bức tường thép","清道夫,抢断高手","진공 청소기,통곡의 벽","Steel Body,Strong Header","Cứng cỏi,Đánh đầu mạnh","不易受伤,强力头球","강철몸,강력한 헤딩"
"7156616",57,62,68,66,69,60,71,51,72,74,76,70,69,64,68,57,69,73,67,71,77,78,30,74,22,9,19,53,6,9,5,9,12,"77","Average","TB","中","Normal","보통","ดปานกลาง","Franck Ribery","F. Ribery","badged y2007","2007","bundesliga","72","rm-72,cam-72,lm-72,lw-72",5,"France","Bayern Munchen","7.4.1983(33)","170","62","5","5","3","2","Technician","Vũ công","控球大师","테크니션","Diver","Ăn vạ","假摔","다이버"
"7158023",68,71,69,71,69,59,64,53,75,82,82,78,75,53,62,54,69,76,67,70,80,82,18,74,21,17,17,57,6,7,11,13,10,"80","Good","Cao","高","Good","상","ดี","Lionel Messi","L. Messi","badged y2007","2007","liga-bbva","75","rf-75,lf-75,rw-76,cf-75",4,"Argentina","FC Barcelona","24.6.1987(29)","169","67","5","3","2","1","Acrobatic,Technician,Fast runner","Nghệ sĩ,Vũ công,Tia chớp","杂耍高手,控球大师,飞翼","아크로바틱,테크니션,날쌘돌이","Impressive Skill","Tinh tế","花式大师","화려한 개인기"
"7162347",62,64,67,69,64,71,67,57,72,66,70,69,67,68,68,66,69,71,66,66,73,69,66,71,57,53,54,62,4,11,11,8,4,"72","Good","Cao","高","Good","상","ดี","Joao Moutinho","J. Moutinho","badged y2007","2007","liga-portuguesa","69","cam-69,cm-68",3,"Portugal","Sporting CP","8.9.1986(30)","170","61","3","5","2","2","","","","","","","",""
"7162895",58,64,62,59,57,57,62,53,75,63,62,70,71,57,75,57,65,82,75,69,75,67,52,82,61,58,50,54,6,4,6,7,5,"75","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Cesc Fabregas","C. Fabregas","badged y2007","2007","barclays-premier-league","73","cm-73,cam-72,rm-71",3,"Spain","Arsenal","4.5.1987(29)","175","72","3","5","3","2","Maestro","Bậc thầy","节奏大师","마에스트로","Prefer long pass (AI),Play maker (AI)","Chuyền dài (AI),Kiến tạo (AI)","善于长传 (AI),组织型球员 (AI)","긴 패스 선호 (AI),플레이 메이커 (AI)"
"7165239",64,64,69,67,62,63,68,57,68,68,69,75,71,61,63,58,63,76,71,65,74,74,48,76,40,57,31,54,10,12,11,10,14,"76","Average","TB","中","Normal","보통","ดปานกลาง","Samir Nasri","S. Nasri","badged y2007","2007","ligue-1","72","cam-72,cm-69,cdm-59,lw-70",4,"France","Marseille","26.6.1987(29)","177","75","4","5","3","2","Acrobatic,Maestro,Technician","Nghệ sĩ,Bậc thầy,Vũ công","杂耍高手,节奏大师,控球大师","아크로바틱,마에스트로,테크니션","Impressive Skill,Play maker (AI)","Tinh tế,Kiến tạo (AI)","花式大师,组织型球员 (AI)","화려한 개인기,플레이 메이커 (AI)"
