pid	imageid	finishing	shotpower	curve	longshots	volleys	freekickaccuracy	penalties	headingaccuracy	positioning	sprintspeed	acceleration	agility	reactions	jumping	stamina	strength	balance	shortpassing	longpassing	crossing	ballcontrol	dribbling	tacticalawareness	vision	standingtackle	slidingtackle	marking	aggression	gkdiving	gkhandling	gkkicking	gkreflexes	gkpositioning	poten	perfcon	perfcon_vn	perfcon_cn	perfcon_id	perfcon_kr	perfcon_th	fullname	shortname	badged	season	league	overallrating	positions	skillmoves	nation	club	birthday	height	weight	leftfoot	rightfoot	attack	defence	speciality	speciality_vn	speciality_cn	speciality_kr	hidden_score	hidden_score_vn	hidden_score_cn	hidden_score_kr	isliveboost	boostvalue
93006235	93006235	83	92	82	95	82	88	86	59	89	91	93	84	90	80	99	88	84	89	87	92	91	89	36	88	59	62	55	90	10	13	14	8	10	89	Good	Cao	?	Good	?	??	Pavel Nedved	P. Nedved	badged y2093	wl	world-league	90	"cam-89,rm-90"	5	Czech Republic	World Legend	30.8.1972 (45)	177	70	5	5	3	2	"Perfect Striker,Goal Getter,Tanker,Acrobatic,Freekick Specialist,Delivery cross,Cannon Shooter,Technician,Fast runner"	"Cây s?n bàn,X? th?,Chi?n binh,Ngh? s?,Chuyên gia ?á ph?t,T?t bóng,??i pháo,V? công,Tia ch?p"	"???????,????,?????,????,?????,????,????,????,??"	"??? ???,???,??,?????,??? ??????,?? ???,?? ??,????,????"	"Leadership,Prefer long shot (AI),Play maker (AI),Pass master,Desire to win"	"Lãnh ??o,Sút xa (AI),Ki?n t?o (AI),Chuyên gia chuy?n bóng,N? l?c ??n cùng"	"???,??? (AI),????? (AI),????,???"	"???,??? ? ?? (AI),??? ??? (AI),?? ???,???"		
93006975	6975	90	86	82	87	77	85	80	72	92	92	91	88	91	83	95	88	86	87	82	89	89	90	40	85	46	39	45	78	12	11	18	13	13	92	Low	Th?p	?	Low	?	???	Freddie Ljungberg	F. Ljungberg	badged y2093	wl	world-league	89	"cam-88,rm-89"	5	Sweden	World Legend	16.4.1977 (40)	175	73	4	5	2	2	"Perfect Striker,Goal Getter,Tanker,Acrobatic,Freekick Specialist,Delivery cross,Cannon Shooter,Technician,Fast runner,Solver"	"Cây s?n bàn,X? th?,Chi?n binh,Ngh? s?,Chuyên gia ?á ph?t,T?t bóng,??i pháo,V? công,Tia ch?p,Sát th?"	"???????,????,?????,????,?????,????,????,????,??,???"	"??? ???,???,??,?????,??? ??????,?? ???,?? ??,????,????,???"	Sharp curling shot	Sút xoáy	????	??? ????		
93007512	7512	92	90	77	87	93	67	90	91	90	93	91	91	88	90	84	90	90	77	58	86	86	85	25	86	24	21	22	72	18	15	15	19	18	93	Good	Cao	?	Good	?	??	Hernan Crespo	H. Crespo	badged y2093	wl	world-league	89	"st-89,cf-87"	5	Argentina	World Legend	5.7.1975 (42)	185	78	5	5	2	1	"Perfect Striker,Goal Getter,Tanker,Acrobatic,Delivery cross,Cannon Shooter,Technician,Dominator of the air,Fast runner,Solver"	"Cây s?n bàn,X? th?,Chi?n binh,Ngh? s?,T?t bóng,??i pháo,V? công,Chuyên gia không chi?n,Tia ch?p,Sát th?"	"???????,????,?????,????,????,????,????,?????,??,???"	"??? ???,???,??,?????,?? ???,?? ??,????,??? ???,????,???"	"Sharp curling shot,Strong Header"	"Sút xoáy,?ánh ??u m?nh"	"????,????"	"??? ????,??? ??"		
93007743	93007743	88	85	80	84	85	70	90	64	88	91	89	88	91	72	90	85	85	79	75	90	89	87	42	82	41	32	39	77	13	11	12	17	11	78	Good	Cao	?	Good	?	??	Landon Donovan	L. Donovan	badged y2093	wl	world-league	86	"st-84,cf-86,rm-86"	5	United States	World Legend	4.3.1982 (36)	173	73	4	5	2	2	"Perfect Striker,Goal Getter,Tanker,Acrobatic,Delivery cross,Cannon Shooter,Technician,Fast runner"	"Cây s?n bàn,X? th?,Chi?n binh,Ngh? s?,T?t bóng,??i pháo,V? công,Tia ch?p"	"???????,????,?????,????,????,????,????,??"	"??? ???,???,??,?????,?? ???,?? ??,????,????"	"Diver,Sharp curling shot,Impressive Skill,Outside shooting"	"?n v?,Sút xoáy,Tinh t?,Sút má ngoài"	"??,????,????,?????"	"???,??? ????,??? ???,????? ??"		
93010264	93010264	97	91	79	83	97	79	90	95	95	89	90	82	92	84	87	95	88	79	62	67	84	82	30	79	44	37	28	75	9	16	16	15	16	93	Good	Cao	?	Good	?	??	Ruud van Nistelrooy	R. van Nistelrooy	badged y2093	wl	world-league	91	"st-91,cf-87"	5	Holland	World Legend	1.7.1976 (41)	188	80	3	5	2	1	"Perfect Striker,Goal Getter,Tanker,Acrobatic,Freekick Specialist,Cannon Shooter,Technician,Dominator of the air,Fast runner,Solver"	"Cây s?n bàn,X? th?,Chi?n binh,Ngh? s?,Chuyên gia ?á ph?t,??i pháo,V? công,Chuyên gia không chi?n,Tia ch?p,Sát th?"	"???????,????,?????,????,?????,????,????,?????,??,???"	"??? ???,???,??,?????,??? ??????,?? ??,????,??? ???,????,???"	"Sharp curling shot,Strong Header"	"Sút xoáy,?ánh ??u m?nh"	"????,????"	"??? ????,??? ??"		
93013128	13128	94	93	95	90	90	93	91	90	93	93	92	88	90	87	82	92	87	80	73	72	91	91	50	83	41	37	38	70	15	9	10	8	15	92	Average	TB	?	Normal	??	????????	Andriy Shevchenko	A. Shevchenko	badged y2093	wl	world-league	91	"st-91,rw-88,cf-90"	5	Ukraine	World Legend	29.9.1976 (41)	183	72	4	5	3	3	"Perfect Striker,Goal Getter,Tanker,Acrobatic,Freekick Specialist,Cannon Shooter,Two hearts,Technician,Dominator of the air,Fast runner"	"Cây s?n bàn,X? th?,Chi?n binh,Ngh? s?,Chuyên gia ?á ph?t,??i pháo,Ng??i không ph?i,V? công,Chuyên gia không chi?n,Tia ch?p"	"???????,????,?????,????,?????,????,???,????,?????,??"	"??? ???,???,??,?????,??? ??????,?? ??,??? ??,????,??? ???,????"	Prefer long shot (AI)	Sút xa (AI)	??? (AI)	??? ? ?? (AI)		
93020170	20170	23	30	15	20	36	30	31	30	17	56	61	64	79	79	40	68	61	33	35	24	33	25	26	19	27	22	15	37	88	88	85	87	90	79	Excellent	R?t cao	??	Excellent	??	??????	Vitor Baia	Vitor Baia	badged y2093	wl	world-league	87	gk-87	1	Portugal	World Legend	15.10.1969 (48)	184	78	3	5	2	2					"GK Swift punching,GK Long Throw"	"??m bóng,Th? môn ném xa"	"GK ??????,GK ?????"	"GK ??? ??,GK ?? ???"		
93046747	46747	50	85	60	67	51	59	88	91	51	78	83	61	86	82	85	90	66	78	73	71	81	69	83	73	87	90	91	84	16	9	11	11	14	78	Average	TB	?	Normal	??	????????	Alexi Lalas	A. Lalas	badged y2093	wl	world-league	86	cb-86	5	United States	World Legend	1.6.1970 (47)	191	88	3	5	1	3	"Perfect Defender,Tanker,Vacuum Cleaner,Wall of Wail,Dominator of the air"	"T?ng ?á,Chi?n binh,Máy quét,B?c t??ng thép,Chuyên gia không chi?n"	"??????,?????,???,????,?????"	"??? ???,??,?? ???,??? ?,??? ???"	"Short tempered,Strong Header"	"Tranh cãi tr?ng tài,?ánh ??u m?nh"	"?????,????"	"???,??? ??"		
93051539	93051539	11	29	15	14	15	14	25	15	15	39	39	40	73	68	35	70	43	28	28	16	23	12	31	30	11	11	11	16	91	93	87	94	97	80	Excellent	R?t cao	??	Excellent	??	??????	Edwin van der Sar	E. van der Sar	badged y2093	wl	world-league	91	gk-91	1	Holland	World Legend	29.10.1970 (47)	197	83	3	5	2	2					"Leadership,GK Long Throw,GK Proficient 1:1 Defense"	"Lãnh ??o,Th? môn ném xa,TM ??i m?t"	"???,GK ?????,GK1?1"	"???,GK ?? ???,GK ??? 1:1 ??"		
93052241	93052241	93	86	76	84	88	83	83	89	93	89	90	92	91	87	84	84	87	77	74	65	89	86	44	88	41	39	49	75	18	17	12	16	15	92	Good	Cao	?	Good	?	??	Henrik Larsson	H. Larsson	badged y2093	wl	world-league	88	"st-88,cf-88"	5	Sweden	World Legend	20.9.1971 (46)	178	76	4	5	3	1	"Perfect Striker,Goal Getter,Tanker,Acrobatic,Freekick Specialist,Cannon Shooter,Technician,Dominator of the air,Fast runner"	"Cây s?n bàn,X? th?,Chi?n binh,Ngh? s?,Chuyên gia ?á ph?t,??i pháo,V? công,Chuyên gia không chi?n,Tia ch?p"	"???????,????,?????,????,?????,????,????,?????,??"	"??? ???,???,??,?????,??? ??????,?? ??,????,??? ???,????"	"Sharp curling shot,Impressive Skill"	"Sút xoáy,Tinh t?"	"????,????"	"??? ????,??? ???"		
93053769	93053769	82	93	88	91	81	91	82	72	90	85	89	90	90	73	90	88	88	92	93	93	92	89	43	90	49	51	45	77	16	10	12	14	16	79	Low	Th?p	?	Low	?	???	Deco	Deco	badged y2093	wl	world-league	89	"cam-89,cm-86"	5	Portugal	World Legend	27.8.1977 (40)	174	73	3	5	2	2	"Perfect Striker,Perfect Midfielder,Goal Getter,Tanker,Acrobatic,Freekick Specialist,Delivery cross,Cannon Shooter,Maestro,Technician,Fast runner,Solver"	"Cây s?n bàn,Nh?c tr??ng,X? th?,Chi?n binh,Ngh? s?,Chuyên gia ?á ph?t,T?t bóng,??i pháo,B?c th?y,V? công,Tia ch?p,Sát th?"	"???????,???????,????,?????,????,?????,????,????,????,????,??,???"	"??? ???,??? ????,???,??,?????,??? ??????,?? ???,?? ??,?????,????,????,???"	"Impressive Skill,Prefer long shot (AI),Play maker (AI),Pass master"	"Tinh t?,Sút xa (AI),Ki?n t?o (AI),Chuyên gia chuy?n bóng"	"????,??? (AI),????? (AI),????"	"??? ???,??? ? ?? (AI),??? ??? (AI),?? ???"		
93117106	117106	92	92	77	83	96	88	89	90	89	89	89	83	91	90	81	91	83	81	60	77	84	85	50	83	25	16	25	69	18	15	13	10	15	92	Good	Cao	?	Good	?	??	Pauleta	Pauleta	badged y2093	wl	world-league	88	"st-88,cf-86"	5	Portugal	World Legend	28.4.1973 (44)	180	78	4	5	2	1	"Perfect Striker,Goal Getter,Tanker,Acrobatic,Freekick Specialist,Cannon Shooter,Technician,Dominator of the air,Fast runner,Solver"	"Cây s?n bàn,X? th?,Chi?n binh,Ngh? s?,Chuyên gia ?á ph?t,??i pháo,V? công,Chuyên gia không chi?n,Tia ch?p,Sát th?"	"???????,????,?????,????,?????,????,????,?????,??,???"	"??? ???,???,??,?????,??? ??????,?? ??,????,??? ???,????,???"	Strong Header	?ánh ??u m?nh	????	??? ??		
93161840	93161840	60	85	68	79	76	67	80	95	80	85	86	79	91	92	91	95	81	79	90	65	80	76	93	67	92	91	93	87	20	13	11	16	11	99	Excellent	R?t cao	??	Excellent	??	??????	Fernando Hierro	Fernando Hierro	badged y2093	wl	world-league	91	"cdm-87,cb-91"	5	Spain	World Legend	23.3.1968 (49)	187	84	3	5	2	3	"Perfect Defender,Tanker,Acrobatic,Vacuum Cleaner,Wall of Wail,Cannon Shooter,Dominator of the air,Fast runner"	"T?ng ?á,Chi?n binh,Ngh? s?,Máy quét,B?c t??ng thép,??i pháo,Chuyên gia không chi?n,Tia ch?p"	"??????,?????,????,???,????,????,?????,??"	"??? ???,??,?????,?? ???,??? ?,?? ??,??? ???,????"	"Prefer sliding tackle (AI),Leadership,Strong Header,Fantastic clear"	"Xo?c bóng (AI),Lãnh ??o,?ánh ??u m?nh,Siêu c?n phá"	"???? (AI),???,????,?????"	"???? ?? ?? (AI),???,??? ??,??? ????"		
93164000	164000	95	89	78	86	87	96	89	87	88	96	96	91	90	92	95	94	87	80	65	72	87	90	66	94	44	35	35	75	14	18	13	15	20	95	Good	Cao	?	Good	?	??	George Weah	G. Weah	badged y2093	wl	world-league	90	"st-90,cf-89"	5	Liberia	World Legend	1.10.1966 (51)	184	76	3	5	3	1	"Perfect Striker,Goal Getter,Tanker,Acrobatic,Freekick Specialist,Cannon Shooter,Technician,Dominator of the air,Fast runner"	"Cây s?n bàn,X? th?,Chi?n binh,Ngh? s?,Chuyên gia ?á ph?t,??i pháo,V? công,Chuyên gia không chi?n,Tia ch?p"	"???????,????,?????,????,?????,????,????,?????,??"	"??? ???,???,??,?????,??? ??????,?? ??,????,??? ???,????"	"Sharp curling shot,Impressive Skill"	"Sút xoáy,Tinh t?"	"????,????"	"??? ????,??? ???"		
93166120	166120	50	93	92	92	66	81	97	82	70	92	92	81	84	88	94	90	82	81	88	95	88	80	95	87	92	92	92	87	11	17	19	13	14	92	Excellent	R?t cao	??	Excellent	??	??????	Andreas Brehme	A. Brehme	badged y2093	wl	world-league	90	"rm-83,rwb-90,rb-90"	5	Germany	World Legend	9.11.1960 (57)	176	77	5	5	3	2	"Perfect Defender,Tanker,Acrobatic,Vacuum Cleaner,Wall of Wail,Freekick Specialist,Delivery cross,Cannon Shooter,Technician,Dominator of the air,Fast runner"	"T?ng ?á,Chi?n binh,Ngh? s?,Máy quét,B?c t??ng thép,Chuyên gia ?á ph?t,T?t bóng,??i pháo,V? công,Chuyên gia không chi?n,Tia ch?p"	"??????,?????,????,???,????,?????,????,????,????,?????,??"	"??? ???,??,?????,?? ???,??? ?,??? ??????,?? ???,?? ??,????,??? ???,????"	"Prefer early cross (AI),Sharp curling shot"	"T?t bóng s?m (AI),Sút xoáy"	"???? (AI),????"	"???? (AI),??? ????"		
93166124	93166124	88	88	91	90	90	97	94	63	91	89	89	87	91	87	92	85	84	94	93	97	93	90	49	93	51	49	39	73	16	20	17	12	11	99	Good	Cao	?	Good	?	??	Gheorghe Hagi	G. Hagi	badged y2093	wl	world-league	91	"cam-91,rm-91,cm-88"	5	Romania	World Legend	5.2.1965 (53)	172	68	5	5	2	1	"Perfect Striker,Perfect Midfielder,Goal Getter,Tanker,Acrobatic,Freekick Specialist,Delivery cross,Cannon Shooter,Maestro,Technician,Fast runner"	"Cây s?n bàn,Nh?c tr??ng,X? th?,Chi?n binh,Ngh? s?,Chuyên gia ?á ph?t,T?t bóng,??i pháo,B?c th?y,V? công,Tia ch?p"	"???????,???????,????,?????,????,?????,????,????,????,????,??"	"??? ???,??? ????,???,??,?????,??? ??????,?? ???,?? ??,?????,????,????"	"Impressive Skill,Prefer long shot (AI),Play maker (AI)"	"Tinh t?,Sút xa (AI),Ki?n t?o (AI)"	"????,??? (AI),????? (AI)"	"??? ???,??? ? ?? (AI),??? ??? (AI)"		
93166906	166906	36	52	61	50	46	56	70	90	92	83	85	81	92	91	97	86	90	91	93	64	92	59	98	87	95	94	93	86	11	13	17	10	19	97	Excellent	R?t cao	??	Excellent	??	??????	Franco Baresi	F. Baresi	badged y2093	wl	world-league	92	cb-92	5	Italy	World Legend	8.5.1960 (57)	176	70	3	5	2	2	"Perfect Defender,Tanker,Acrobatic,Vacuum Cleaner,Wall of Wail,Dominator of the air,Fast runner"	"T?ng ?á,Chi?n binh,Ngh? s?,Máy quét,B?c t??ng thép,Chuyên gia không chi?n,Tia ch?p"	"??????,?????,????,???,????,?????,??"	"??? ???,??,?????,?? ???,??? ?,??? ???,????"	"Steel Body,Prefer long pass (AI)"	"C?ng c?i,Chuy?n dài (AI)"	"????,???? (AI)"	"???,? ?? ?? (AI)"		
93168473	168473	73	84	82	81	67	82	83	90	78	87	87	82	94	91	98	95	82	92	94	71	90	86	99	95	95	93	94	84	17	17	12	12	17	101	Excellent	R?t cao	??	Excellent	??	??????	Franz Beckenbauer	F. Beckenbauer	badged y2093	wl	world-league	93	"cm-91,cdm-93,cb-93"	5	Germany	World Legend	11.9.1945 (72)	181	76	5	5	3	2	"Perfect Midfielder,Perfect Defender,Tanker,Acrobatic,Vacuum Cleaner,Wall of Wail,Freekick Specialist,Cannon Shooter,Maestro,Technician,Dominator of the air,Fast runner"	"Nh?c tr??ng,T?ng ?á,Chi?n binh,Ngh? s?,Máy quét,B?c t??ng thép,Chuyên gia ?á ph?t,??i pháo,B?c th?y,V? công,Chuyên gia không chi?n,Tia ch?p"	"???????,??????,?????,????,???,????,?????,????,????,????,?????,??"	"??? ????,??? ???,??,?????,?? ???,??? ?,??? ??????,?? ??,?????,????,??? ???,????"	"Leadership,Prefer long pass (AI),Prefer long shot (AI),Play maker (AI)"	"Lãnh ??o,Chuy?n dài (AI),Sút xa (AI),Ki?n t?o (AI)"	"???,???? (AI),??? (AI),????? (AI)"	"???,? ?? ?? (AI),??? ? ?? (AI),??? ??? (AI)"		
93177845	177845	61	79	69	71	56	72	86	88	56	81	83	73	94	83	89	83	73	80	83	87	77	68	87	78	92	92	91	89	9	15	9	17	9	92	Good	Cao	?	Good	?	??	Frank De Boer	F. De Boer	badged y2093	wl	world-league	88	"cdm-86,rb-87,cb-88"	5	Holland	World Legend	15.5.1970 (47)	179	79	5	3	2	3	"Perfect Defender,Tanker,Vacuum Cleaner,Wall of Wail,Dominator of the air,Fast runner"	"T?ng ?á,Chi?n binh,Máy quét,B?c t??ng thép,Chuyên gia không chi?n,Tia ch?p"	"??????,?????,???,????,?????,??"	"??? ???,??,?? ???,??? ?,??? ???,????"	"Steel Body,Prefer sliding tackle (AI),Leadership,Prefer long pass (AI),Prefer long shot (AI)"	"C?ng c?i,Xo?c bóng (AI),Lãnh ??o,Chuy?n dài (AI),Sút xa (AI)"	"????,???? (AI),???,???? (AI),??? (AI)"	"???,???? ?? ?? (AI),???,? ?? ?? (AI),??? ? ?? (AI)"		
93190043	190043	96	83	85	91	94	83	86	87	98	97	97	96	97	85	88	88	98	88	86	89	97	97	64	89	51	48	53	80	15	13	16	14	17	100	Excellent	R?t cao	??	Excellent	??	??????	Pele	Pele	badged y2093	wl	world-league	94	"st-93,rw-94,cf-94"	5	Brazil	World Legend	23.10.1940 (77)	174	70	4	5	3	1	"Perfect Striker,Goal Getter,Tanker,Acrobatic,Freekick Specialist,Delivery cross,Cannon Shooter,Technician,Dominator of the air,Fast runner"	"Cây s?n bàn,X? th?,Chi?n binh,Ngh? s?,Chuyên gia ?á ph?t,T?t bóng,??i pháo,V? công,Chuyên gia không chi?n,Tia ch?p"	"???????,????,?????,????,?????,????,????,????,?????,??"	"??? ???,???,??,?????,??? ??????,?? ???,?? ??,????,??? ???,????"	"Steel Body,Sharp curling shot,Impressive Skill,Play maker (AI),Outside shooting"	"C?ng c?i,Sút xoáy,Tinh t?,Ki?n t?o (AI),Sút má ngoài"	"????,????,????,????? (AI),?????"	"???,??? ????,??? ???,??? ??? (AI),????? ??"		
93190044	190044	56	82	71	73	68	71	82	91	67	84	84	89	91	90	97	87	86	87	91	73	88	72	98	88	95	88	94	91	20	20	17	14	17	94	Average	TB	?	Normal	??	????????	Bobby Moore	B. Moore	badged y2093	wl	world-league	91	cb-91	5	England	World Legend	12.4.1941 (76)	178	72	3	5	2	2	"Perfect Defender,Tanker,Acrobatic,Vacuum Cleaner,Wall of Wail,Dominator of the air,Fast runner"	"T?ng ?á,Chi?n binh,Ngh? s?,Máy quét,B?c t??ng thép,Chuyên gia không chi?n,Tia ch?p"	"??????,?????,????,???,????,?????,??"	"??? ???,??,?????,?? ???,??? ?,??? ???,????"	"Leadership,Strong Header"	"Lãnh ??o,?ánh ??u m?nh"	"???,????"	"???,??? ??"		
93190053	190053	13	35	12	15	36	11	29	16	19	51	58	54	74	82	46	76	52	30	32	15	22	13	34	30	12	34	12	22	97	90	86	98	95	95	Average	TB	?	Normal	??	????????	Peter Schmeichel	P. Schmeichel	badged y2093	wl	world-league	92	gk-92	1	Denmark	World Legend	18.11.1963 (54)	193	92	3	5	2	2					"Leadership,GK Assist in Offense (AI),GK Long Throw,GK Proficient 1:1 Defense"	"Lãnh ??o,Lao lên tham gia ph?t góc (AI),Th? môn ném xa,TM ??i m?t"	"???,GK ???? (AI),GK ?????,GK1?1"	"???,GK ?? ?? (AI),GK ?? ???,GK ??? 1:1 ??"		
93191189	93191189	84	93	77	96	81	93	93	81	89	88	88	79	90	77	92	90	84	94	93	84	91	85	93	96	93	92	90	96	16	9	12	10	11	98	Excellent	R?t cao	??	Excellent	??	??????	Lothar Matthaus	L. Matthaus	badged y2093	wl	world-league	92	"cm-92,cdm-92"	5	Germany	World Legend	21.3.1961 (56)	174	71	4	5	3	3	"Perfect Striker,Perfect Midfielder,Perfect Defender,Goal Getter,Tanker,Acrobatic,Vacuum Cleaner,Wall of Wail,Freekick Specialist,Delivery cross,Cannon Shooter,Two hearts,Maestro,Technician,Fast runner"	"Cây s?n bàn,Nh?c tr??ng,T?ng ?á,X? th?,Chi?n binh,Ngh? s?,Máy quét,B?c t??ng thép,Chuyên gia ?á ph?t,T?t bóng,??i pháo,Ng??i không ph?i,B?c th?y,V? công,Tia ch?p"	"???????,???????,??????,????,?????,????,???,????,?????,????,????,???,????,????,??"	"??? ???,??? ????,??? ???,???,??,?????,?? ???,??? ?,??? ??????,?? ???,?? ??,??? ??,?????,????,????"	"Steel Body,Prefer sliding tackle (AI),Prefer long shot (AI),Play maker (AI),Pass master"	"C?ng c?i,Xo?c bóng (AI),Sút xa (AI),Ki?n t?o (AI),Chuyên gia chuy?n bóng"	"????,???? (AI),??? (AI),????? (AI),????"	"???,???? ?? ?? (AI),??? ? ?? (AI),??? ??? (AI),?? ???"		
93191695	191695	96	85	86	86	92	82	90	81	96	95	94	92	97	86	87	83	96	88	67	78	90	92	50	88	38	35	26	59	11	19	18	17	16	95	Excellent	R?t cao	??	Excellent	??	??????	Butragueno	Butragueno	badged y2093	wl	world-league	91	"st-91,cf-91"	5	Spain	World Legend	22.7.1963 (54)	170	68	4	5	2	1	"Perfect Striker,Goal Getter,Tanker,Acrobatic,Freekick Specialist,Delivery cross,Cannon Shooter,Technician,Fast runner,Solver"	"Cây s?n bàn,X? th?,Chi?n binh,Ngh? s?,Chuyên gia ?á ph?t,T?t bóng,??i pháo,V? công,Tia ch?p,Sát th?"	"???????,????,?????,????,?????,????,????,????,??,???"	"??? ???,???,??,?????,??? ??????,?? ???,?? ??,????,????,???"	"Sharp curling shot,Impressive Skill"	"Sút xoáy,Tinh t?"	"????,????"	"??? ????,??? ???"		
93192181	192181	98	97	78	90	98	77	90	93	95	90	87	89	96	91	80	94	85	83	65	78	90	84	45	77	26	23	27	69	9	11	11	12	14	93	Excellent	R?t cao	??	Excellent	??	??????	Marco van Basten	M. van Basten	badged y2093	wl	world-league	93	"st-93,cf-89"	5	Holland	World Legend	31.10.1964 (53)	188	78	3	5	1	2	"Perfect Striker,Goal Getter,Tanker,Acrobatic,Delivery cross,Cannon Shooter,Technician,Dominator of the air,Fast runner,Solver"	"Cây s?n bàn,X? th?,Chi?n binh,Ngh? s?,T?t bóng,??i pháo,V? công,Chuyên gia không chi?n,Tia ch?p,Sát th?"	"???????,????,?????,????,????,????,????,?????,??,???"	"??? ???,???,??,?????,?? ???,?? ??,????,??? ???,????,???"	"Prefer main feet,Leadership,Sharp curling shot,Prefer long shot (AI),Strong Header"	"Tránh sai chân thu?n,Lãnh ??o,Sút xoáy,Sút xa (AI),?ánh ??u m?nh"	"?????,???,????,??? (AI),????"	"?? ??,???,??? ????,??? ? ?? (AI),??? ??"		
93214098	214098	71	91	58	75	67	66	84	91	87	86	82	75	92	87	93	96	74	90	89	78	88	72	95	83	94	91	92	88	12	17	19	21	16	99	Excellent	R?t cao	??	Excellent	??	??????	Frank Rijkaard	F. Rijkaard	badged y2093	wl	world-league	91	"cdm-91,cb-91"	5	Holland	World Legend	30.9.1962 (55)	190	87	4	5	2	2	"Perfect Defender,Tanker,Vacuum Cleaner,Wall of Wail,Cannon Shooter,Dominator of the air,Fast runner"	"T?ng ?á,Chi?n binh,Máy quét,B?c t??ng thép,??i pháo,Chuyên gia không chi?n,Tia ch?p"	"??????,?????,???,????,????,?????,??"	"??? ???,??,?? ???,??? ?,?? ??,??? ???,????"	"Short tempered,Impressive Skill,Prefer long shot (AI),Strong Header,Fantastic clear"	"Tranh cãi tr?ng tài,Tinh t?,Sút xa (AI),?ánh ??u m?nh,Siêu c?n phá"	"?????,????,??? (AI),????,?????"	"???,??? ???,??? ? ?? (AI),??? ??,??? ????"		
93214100	214100	83	91	96	90	92	97	88	89	89	92	90	85	92	89	97	95	91	90	92	92	92	90	84	95	87	83	87	84	11	19	18	17	18	95	Excellent	R?t cao	??	Excellent	??	??????	Ruud Gullit	R. Gullit	badged y2093	wl	world-league	91	"cf-90,cam-90,cm-91"	5	Holland	World Legend	1.9.1962 (55)	190	88	4	5	3	2	"Perfect Striker,Perfect Midfielder,Perfect Defender,Goal Getter,Tanker,Acrobatic,Vacuum Cleaner,Wall of Wail,Freekick Specialist,Delivery cross,Cannon Shooter,Maestro,Technician,Dominator of the air,Fast runner"	"Cây s?n bàn,Nh?c tr??ng,T?ng ?á,X? th?,Chi?n binh,Ngh? s?,Máy quét,B?c t??ng thép,Chuyên gia ?á ph?t,T?t bóng,??i pháo,B?c th?y,V? công,Chuyên gia không chi?n,Tia ch?p"	"???????,???????,??????,????,?????,????,???,????,?????,????,????,????,????,?????,??"	"??? ???,??? ????,??? ???,???,??,?????,?? ???,??? ?,??? ??????,?? ???,?? ??,?????,????,??? ???,????"	"Prefer early cross (AI),Prefer long shot (AI),Play maker (AI),Strong Header"	"T?t bóng s?m (AI),Sút xa (AI),Ki?n t?o (AI),?ánh ??u m?nh"	"???? (AI),??? (AI),????? (AI),????"	"???? (AI),??? ? ?? (AI),??? ??? (AI),??? ??"		
93214101	214101	85	84	82	87	86	91	97	77	86	89	94	93	87	74	80	84	96	87	79	92	93	94	28	83	29	32	30	67	12	14	15	12	13	94	Excellent	R?t cao	??	Excellent	??	??????	Paulo Futre	Paulo Futre	badged y2093	wl	world-league	89	"st-86,rw-89"	5	Portugal	World Legend	28.2.1966 (52)	175	74	5	5	3	1	"Perfect Striker,Goal Getter,Tanker,Acrobatic,Freekick Specialist,Delivery cross,Cannon Shooter,Technician,Fast runner"	"Cây s?n bàn,X? th?,Chi?n binh,Ngh? s?,Chuyên gia ?á ph?t,T?t bóng,??i pháo,V? công,Tia ch?p"	"???????,????,?????,????,?????,????,????,????,??"	"??? ???,???,??,?????,??? ??????,?? ???,?? ??,????,????"	Impressive Skill	Tinh t?	????	??? ???		
93214267	214267	96	89	74	86	93	68	87	90	92	90	93	88	90	87	92	90	87	83	67	70	88	86	44	82	25	24	21	77	15	11	19	17	19	94	Average	TB	?	Normal	??	????????	Gary Lineker	G. Lineker	badged y2093	wl	world-league	90	st-90	5	England	World Legend	30.11.1960 (57)	177	74	3	5	3	2	"Perfect Striker,Goal Getter,Tanker,Acrobatic,Cannon Shooter,Technician,Dominator of the air,Fast runner"	"Cây s?n bàn,X? th?,Chi?n binh,Ngh? s?,??i pháo,V? công,Chuyên gia không chi?n,Tia ch?p"	"???????,????,?????,????,????,????,?????,??"	"??? ???,???,??,?????,?? ??,????,??? ???,????"	Sharp curling shot	Sút xoáy	????	??? ????		
93214649	214649	93	88	76	89	87	79	93	90	90	89	88	87	89	89	85	90	92	91	82	76	92	92	67	87	74	67	70	89	11	16	20	14	14	94	Good	Cao	?	Good	?	??	Davor Suker	D. Suker	badged y2093	wl	world-league	90	st-90	5	Croatia	World Legend	1.1.1968 (50)	183	80	5	4	3	2	"Perfect Striker,Goal Getter,Tanker,Acrobatic,Freekick Specialist,Cannon Shooter,Technician,Dominator of the air,Fast runner"	"Cây s?n bàn,X? th?,Chi?n binh,Ngh? s?,Chuyên gia ?á ph?t,??i pháo,V? công,Chuyên gia không chi?n,Tia ch?p"	"???????,????,?????,????,?????,????,????,?????,??"	"??? ???,???,??,?????,??? ??????,?? ??,????,??? ???,????"	"Sharp curling shot,Outside shooting"	"Sút xoáy,Sút má ngoài"	"????,?????"	"??? ????,????? ??"		
