pid,imageid,finishing,shotpower,curve,longshots,volleys,freekickaccuracy,penalties,headingaccuracy,positioning,sprintspeed,acceleration,agility,reactions,jumping,stamina,strength,balance,shortpassing,longpassing,crossing,ballcontrol,dribbling,tacticalawareness,vision,standingtackle,slidingtackle,marking,aggression,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning,poten,perfcon,perfcon_vn,perfcon_cn,perfcon_id,perfcon_kr,perfcon_th,fullname,shortname,badged,season,league,overallrating,positions,skillmoves,nation,club,birthday,height,weight,leftfoot,rightfoot,attack,defence,speciality,speciality_vn,speciality_cn,speciality_kr,hidden_score,hidden_score_vn,hidden_score_cn,hidden_score_kr,isliveboost,boostvalue
"23148839","148839",49,73,70,63,44,55,81,69,61,85,79,80,78,86,89,72,78,83,69,79,75,78,79,66,83,79,79,74,18,24,18,22,22,5,"0","0","0","0","0","0","Paul Verhaegh","P. Verhaegh","badged y2023","2016","",80,"rb-80",2,"Holland","FC Augsburg","1.9.1983 (34)","178","74","3","5","2","2","Perfect Defender,Acrobatic,Vacuum Cleaner,Wall of Wail,Technician,Fast runner","Tảng đá,Nghệ sĩ,Máy quét,Bức tường thép,Vũ công,Tia chớp","完美防守大将,杂耍高手,清道夫,抢断高手,控球大师,飞翼","완벽한 수비수,아크로바틱,진공 청소기,통곡의 벽,테크니션,날쌘돌이","Prefer early cross (AI)","Tạt bóng sớm (AI)","斜传好手 (AI)","斜传好手 (AI)","",""
"23149184","149184",71,81,78,76,81,61,65,79,83,86,87,73,81,86,90,78,70,82,85,85,77,78,78,77,82,81,77,79,16,24,27,16,21,5,"0","0","0","0","0","0","Christian Maggio","C. Maggio","badged y2023","2016","",81,"rb-81",2,"Italy","Napoli","11.2.1982 (35)","184","79","2","5","2","2","Vacuum Cleaner,Wall of Wail,Delivery cross,Technician,Fast runner","Máy quét,Bức tường thép,Tạt bóng,Vũ công,Tia chớp","清道夫,抢断高手,传中高手,控球大师,飞翼","진공 청소기,통곡의 벽,택배 크로스,테크니션,날쌘돌이","Strong Header","Đánh đầu mạnh","强力头球","강력한 헤딩","",""
"23149185","149185",59,78,75,71,72,74,66,72,66,72,76,80,79,62,78,78,72,83,88,82,77,71,85,86,83,79,68,84,27,21,27,26,26,5,"0","0","0","0","0","0","Francesco Magnanelli","F. Magnanelli","badged y2023","2016","",81,"cm-79,cdm-81",2,"Italy","Sassuolo","12.11.1984 (33)","181","79","3","5","2","2","Perfect Midfielder,Perfect Defender,Acrobatic,Vacuum Cleaner,Wall of Wail,Delivery cross,Maestro","Nhạc trưởng,Tảng đá,Nghệ sĩ,Máy quét,Bức tường thép,Tạt bóng,Bậc thầy","完美的中场大师,完美防守大将,杂耍高手,清道夫,抢断高手,传中高手,节奏大师","완벽한 미드필더,완벽한 수비수,아크로바틱,진공 청소기,통곡의 벽,택배 크로스,마에스트로","Leadership","Lãnh đạo","领导力","리더쉽","",""
"23149571","149571",82,81,83,88,81,66,86,64,87,67,65,66,82,70,45,67,79,73,55,71,81,81,37,70,35,41,30,53,27,27,28,26,18,5,"0","0","0","0","0","0","Sergio Pellissier","S. Pellissier","badged y2023","2016","",78,"st-78",2,"Italy","Chievo Verona","12.4.1979 (38)","175","76","4","5","2","1","Goal Getter,Cannon Shooter,Technician","Xạ thủ,Đại pháo,Vũ công","进球机器,远射高手,控球大师","골게터,캐논 슈터,테크니션","Leadership,Sharp curling shot,Prefer long shot (AI)","Lãnh đạo,Sút xoáy,Sút xa (AI)","领导力,搓射高手,重炮手 (AI)","리더쉽,예리한 감아차기,중거리 슛 선호 (AI)","",""
"23150656","150656",56,81,67,70,48,76,67,72,63,68,73,76,84,85,84,77,86,88,84,75,83,79,85,78,92,80,85,85,21,23,25,25,28,5,"0","0","0","0","0","0","Rio Mavuba","R. Mavuba","badged y2023","2016","",84,"cm-81,cdm-84",2,"France","LOSC Lille","8.3.1984 (33)","172","74","3","5","2","3","Perfect Midfielder,Vacuum Cleaner,Wall of Wail,Maestro,Technician","Nhạc trưởng,Máy quét,Bức tường thép,Bậc thầy,Vũ công","完美的中场大师,清道夫,抢断高手,节奏大师,控球大师","완벽한 미드필더,진공 청소기,통곡의 벽,마에스트로,테크니션","Steel Body,Leadership","Cứng cỏi,Lãnh đạo","不易受伤,领导力","강철몸,리더쉽","",""
"23152554","152554",39,54,62,46,62,46,45,71,67,88,86,89,80,76,88,69,77,81,69,80,78,78,75,58,81,88,82,56,13,13,21,14,17,5,"0","0","0","0","0","0","Gael Clichy","G. Clichy","badged y2023","2016","",81,"rb-81",3,"France","Manchester City","26.7.1985 (32)","176","65","5","4","3","2","Acrobatic,Wall of Wail,Technician,Fast runner","Nghệ sĩ,Bức tường thép,Vũ công,Tia chớp","杂耍高手,抢断高手,控球大师,飞翼","아크로바틱,통곡의 벽,테크니션,날쌘돌이","","","","","",""
"23152729","152729",57,54,52,46,61,49,69,88,57,79,72,64,81,83,80,82,80,83,84,86,81,69,89,76,89,91,87,82,14,18,21,17,18,5,"0","0","0","0","0","0","Pique","Pique","badged y2023","2016","",86,"cb-86",2,"Spain","FC Barcelona","2.2.1987 (30)","193","85","3","5","3","2","Perfect Defender,Tanker,Vacuum Cleaner,Wall of Wail,Dominator of the air","Tảng đá,Chiến binh,Máy quét,Bức tường thép,Chuyên gia không chiến","完美防守大将,重量级球员,清道夫,抢断高手,高空制空权","완벽한 수비수,탱커,진공 청소기,통곡의 벽,공중의 지배자","Prefer long pass (AI)","Chuyền dài (AI)","善于长传 (AI)","긴 패스 선호 (AI)","",""
"23152879","152879",67,81,75,75,74,77,86,69,75,61,63,69,75,65,92,74,85,89,79,79,89,77,85,85,85,83,70,85,22,25,26,17,26,5,"0","0","0","0","0","0","Mark Noble","M. Noble","badged y2023","2016","",83,"cm-83,cdm-83",3,"England","West Ham United","8.5.1987 (30)","180","76","3","5","3","3","Perfect Midfielder,Vacuum Cleaner,Wall of Wail,Delivery cross,Two hearts,Maestro","Nhạc trưởng,Máy quét,Bức tường thép,Tạt bóng,Người không phổi,Bậc thầy","完美的中场大师,清道夫,抢断高手,传中高手,跑不死,节奏大师","완벽한 미드필더,진공 청소기,통곡의 벽,택배 크로스,두개의 심장,마에스트로","Prefer sliding tackle (AI),Play maker (AI)","Xoạc bóng (AI),Kiến tạo (AI)","铲断高手 (AI),组织型球员 (AI)","슬라이딩 태클 선호 (AI),플레이 메이커 (AI)","",""
"23152908","152908",78,78,85,82,79,83,79,49,82,88,87,90,77,66,85,55,84,78,74,87,88,88,55,88,40,58,34,56,19,18,23,27,13,5,"0","0","0","0","0","0","Ashley Young","A. Young","badged y2023","2016","",84,"rm-84,rb-66",4,"England","Manchester United","9.7.1985 (32)","175","65","3","5","3","2","Perfect Striker,Goal Getter,Acrobatic,Freekick Specialist,Delivery cross,Cannon Shooter,Technician,Fast runner","Cây săn bàn,Xạ thủ,Nghệ sĩ,Chuyên gia đá phạt,Tạt bóng,Đại pháo,Vũ công,Tia chớp","完美的进球机器,进球机器,杂耍高手,任意球大师,传中高手,远射高手,控球大师,飞翼","완벽한 공격수,골게터,아크로바틱,프리킥 스페셜리스트,택배 크로스,캐논 슈터,테크니션,날쌘돌이","Diver","Ăn vạ","假摔","다이버","",""
"23152991","152991",73,82,76,76,78,64,68,74,72,85,82,79,70,89,85,88,77,82,84,82,83,82,77,83,79,81,76,84,35,30,29,30,30,5,"0","0","0","0","0","0","Dean Marney","D. Marney","badged y2023","2016","",80,"cm-80",2,"England","Burnley","31.1.1984 (33)","183","72","3","5","2","3","Perfect Midfielder,Tanker,Wall of Wail,Delivery cross,Cannon Shooter,Maestro,Technician,Fast runner","Nhạc trưởng,Chiến binh,Bức tường thép,Tạt bóng,Đại pháo,Bậc thầy,Vũ công,Tia chớp","完美的中场大师,重量级球员,抢断高手,传中高手,远射高手,节奏大师,控球大师,飞翼","완벽한 미드필더,탱커,통곡의 벽,택배 크로스,캐논 슈터,마에스트로,테크니션,날쌘돌이","Prefer sliding tackle (AI)","Xoạc bóng (AI)","铲断高手 (AI)","슬라이딩 태클 선호 (AI)","",""
"23153079","153079",90,85,78,86,88,71,82,77,94,88,88,94,85,77,80,82,93,81,67,73,90,88,33,81,29,23,19,84,16,14,15,19,18,5,"0","0","0","0","0","0","Sergio Aguero","S. Aguero","badged y2023","2016","",86,"st-86",4,"Argentina","Manchester City","2.6.1988 (29)","172","74","5","5","3","2","Perfect Striker,Goal Getter,Tanker,Acrobatic,Cannon Shooter,Technician,Fast runner","Cây săn bàn,Xạ thủ,Chiến binh,Nghệ sĩ,Đại pháo,Vũ công,Tia chớp","完美的进球机器,进球机器,重量级球员,杂耍高手,远射高手,控球大师,飞翼","완벽한 공격수,골게터,탱커,아크로바틱,캐논 슈터,테크니션,날쌘돌이","Glass Body,Impressive Skill","Dễ chấn thương,Tinh tế","玻璃人,花式大师","유리몸,화려한 개인기","",""
"23153260","153260",61,62,53,68,60,56,69,81,61,65,66,69,78,90,79,78,70,80,84,67,81,71,87,73,84,84,88,82,21,20,22,28,18,5,"0","0","0","0","0","0","Hilton","Hilton","badged y2023","2016","",83,"cb-83",2,"Brazil","Montpellier HPC","13.9.1977 (40)","180","78","3","5","3","3","Vacuum Cleaner,Wall of Wail,Two hearts","Máy quét,Bức tường thép,Người không phổi","清道夫,抢断高手,跑不死","진공 청소기,통곡의 벽,두개의 심장","Leadership,Prefer long pass (AI)","Lãnh đạo,Chuyền dài (AI)","领导力,善于长传 (AI)","리더쉽,긴 패스 선호 (AI)","",""
"23153938","153938",64,76,77,66,51,53,68,85,84,64,68,73,75,74,86,79,66,78,77,87,85,85,88,79,81,83,84,74,27,27,28,26,29,5,"0","0","0","0","0","0","Angel Rangel","Angel Rangel","badged y2023","2016","",81,"rb-81",3,"Spain","Swansea City","28.10.1982 (35)","180","82","3","5","2","2","Perfect Defender,Vacuum Cleaner,Wall of Wail,Delivery cross,Dominator of the air","Tảng đá,Máy quét,Bức tường thép,Tạt bóng,Chuyên gia không chiến","完美防守大将,清道夫,抢断高手,传中高手,高空制空权","완벽한 수비수,진공 청소기,통곡의 벽,택배 크로스,공중의 지배자","","","","","",""
"23155334","155334",54,68,71,50,65,52,51,90,64,90,86,80,71,85,86,86,78,70,64,61,80,65,68,75,80,82,70,86,31,32,35,24,25,5,"0","0","0","0","0","0","Kang Min Soo","Kang Min Soo","badged y2023","2016","",78,"cb-78",2,"Korea Republic","Ulsan Hyundai","14.2.1986 (31)","186","76","3","5","3","3","Tanker,Wall of Wail,Two hearts,Dominator of the air,Fast runner","Chiến binh,Bức tường thép,Người không phổi,Chuyên gia không chiến,Tia chớp","重量级球员,抢断高手,跑不死,高空制空权,飞翼","탱커,통곡의 벽,두개의 심장,공중의 지배자,날쌘돌이","Steel Body","Cứng cỏi","不易受伤","강철몸","",""
"23155339","155339",49,79,65,79,71,53,80,80,82,83,83,76,76,81,81,83,84,82,75,69,77,76,78,90,82,71,80,75,29,35,35,29,34,5,"0","0","0","0","0","0","Hwang Ji Soo","Hwang Ji Soo","badged y2023","2016","",79,"cm-79,cdm-79",2,"Korea Republic","Pohang Steelers","27.3.1981 (36)","175","72","3","5","2","3","Tanker,Vacuum Cleaner,Cannon Shooter,Maestro,Fast runner","Chiến binh,Máy quét,Đại pháo,Bậc thầy,Tia chớp","重量级球员,清道夫,远射高手,节奏大师,飞翼","탱커,진공 청소기,캐논 슈터,마에스트로,날쌘돌이","Leadership","Lãnh đạo","领导力","리더쉽","",""
"23155344","155344",15,24,18,18,16,16,16,16,15,40,50,56,57,55,40,56,57,25,15,14,23,14,22,49,15,16,16,44,87,77,73,85,79,5,"0","0","0","0","0","0","Shin Hwa Yong","Shin Hwa Yong","badged y2023","2016","",78,"gk-78",1,"Korea Republic","Pohang Steelers","13.4.1983 (34)","183","78","2","5","2","2","","","","","Steel Body,Leadership,GK Swift punching","Cứng cỏi,Lãnh đạo,Đấm bóng","不易受伤,领导力,GK 敏捷的拳击球","강철몸,리더쉽,GK 날렵한 펀칭","",""
"23155408","155408",70,86,88,89,73,78,74,76,67,72,75,73,89,75,76,82,70,83,83,81,83,87,79,78,79,84,79,87,29,30,20,29,20,5,"0","0","0","0","0","0","Marcel Schafer","M. Schafer","badged y2023","2016","",80,"rm-79,rb-80",2,"Germany","VfL Wolfsburg","7.6.1984 (33)","184","75","5","3","3","2","Perfect Defender,Tanker,Vacuum Cleaner,Wall of Wail,Freekick Specialist,Delivery cross,Cannon Shooter,Technician","Tảng đá,Chiến binh,Máy quét,Bức tường thép,Chuyên gia đá phạt,Tạt bóng,Đại pháo,Vũ công","完美防守大将,重量级球员,清道夫,抢断高手,任意球大师,传中高手,远射高手,控球大师","완벽한 수비수,탱커,진공 청소기,통곡의 벽,프리킥 스페셜리스트,택배 크로스,캐논 슈터,테크니션","Steel Body,Leadership,Prefer early cross (AI)","Cứng cỏi,Lãnh đạo,Tạt bóng sớm (AI)","不易受伤,领导力,斜传好手 (AI)","강철몸,리더쉽,斜传好手 (AI)","",""
"23155625","155625",64,80,80,82,74,85,81,78,71,85,81,89,83,87,83,69,78,79,80,80,76,67,73,78,80,71,78,77,26,30,25,27,28,5,"0","0","0","0","0","0","Kim Chi Woo","Kim Chi Woo","badged y2023","2016","",78,"rm-76,rwb-77,rb-78",2,"Korea Republic","FC Seoul","11.11.1983 (34)","175","68","5","3","3","2","Acrobatic,Freekick Specialist,Delivery cross,Cannon Shooter,Fast runner","Nghệ sĩ,Chuyên gia đá phạt,Tạt bóng,Đại pháo,Tia chớp","杂耍高手,任意球大师,传中高手,远射高手,飞翼","아크로바틱,프리킥 스페셜리스트,택배 크로스,캐논 슈터,날쌘돌이","Super long throw in","Ném biên rất xa","特大力手抛球","초장거리 드로잉","",""
"23155862","155862",64,73,69,53,52,63,49,88,79,82,83,77,88,87,88,82,89,78,72,81,84,74,87,69,91,89,88,89,16,12,11,17,11,5,"0","0","0","0","0","0","Sergio Ramos","Sergio Ramos","badged y2023","2016","",87,"cb-87",3,"Spain","Real Madrid","30.3.1986 (31)","183","75","3","5","3","2","Perfect Defender,Tanker,Vacuum Cleaner,Wall of Wail,Dominator of the air,Fast runner","Tảng đá,Chiến binh,Máy quét,Bức tường thép,Chuyên gia không chiến,Tia chớp","完美防守大将,重量级球员,清道夫,抢断高手,高空制空权,飞翼","완벽한 수비수,탱커,진공 청소기,통곡의 벽,공중의 지배자,날쌘돌이","Strong Header","Đánh đầu mạnh","强力头球","강력한 헤딩","",""
"23155984","155984",58,66,61,63,54,76,67,75,75,64,74,66,78,79,83,83,78,88,81,66,82,75,85,87,84,77,78,84,30,23,24,17,20,5,"0","0","0","0","0","0","Markel Bergara","Markel Bergara","badged y2023","2016","",82,"cm-81,cdm-82",2,"Spain","Real Sociedad","5.5.1986 (31)","181","78","3","5","1","3","Tanker,Vacuum Cleaner,Maestro","Chiến binh,Máy quét,Bậc thầy","重量级球员,清道夫,节奏大师","탱커,진공 청소기,마에스트로","Glass Body","Dễ chấn thương","玻璃人","유리몸","",""
"23156616","156616",80,79,86,81,80,82,78,57,87,87,87,88,84,61,76,71,89,86,81,88,90,89,42,85,30,31,23,72,18,11,13,14,12,5,"0","0","0","0","0","0","Franck Ribery","F. Ribery","badged y2023","2016","",86,"rm-86",5,"France","Bayern Munchen","7.4.1983 (34)","170","72","4","5","3","2","Perfect Striker,Goal Getter,Acrobatic,Freekick Specialist,Delivery cross,Cannon Shooter,Technician,Fast runner","Cây săn bàn,Xạ thủ,Nghệ sĩ,Chuyên gia đá phạt,Tạt bóng,Đại pháo,Vũ công,Tia chớp","完美的进球机器,进球机器,杂耍高手,任意球大师,传中高手,远射高手,控球大师,飞翼","완벽한 공격수,골게터,아크로바틱,프리킥 스페셜리스트,택배 크로스,캐논 슈터,테크니션,날쌘돌이","Glass Body,Impressive Skill","Dễ chấn thương,Tinh tế","玻璃人,花式大师","유리몸,화려한 개인기","",""
"23156986","156986",57,85,79,87,73,82,68,84,69,75,66,68,84,85,81,83,52,72,71,81,71,62,82,65,81,86,81,83,26,35,32,24,25,5,"0","0","0","0","0","0","Gennaro Sardo","G. Sardo","badged y2023","2016","",79,"rb-79",2,"Italy","Chievo Verona","8.5.1979 (38)","190","87","2","5","3","3","Perfect Defender,Tanker,Vacuum Cleaner,Wall of Wail,Freekick Specialist,Delivery cross,Cannon Shooter,Two hearts,Dominator of the air","Tảng đá,Chiến binh,Máy quét,Bức tường thép,Chuyên gia đá phạt,Tạt bóng,Đại pháo,Người không phổi,Chuyên gia không chiến","完美防守大将,重量级球员,清道夫,抢断高手,任意球大师,传中高手,远射高手,跑不死,高空制空权","완벽한 수비수,탱커,진공 청소기,통곡의 벽,프리킥 스페셜리스트,택배 크로스,캐논 슈터,두개의 심장,공중의 지배자","Steel Body,Prefer sliding tackle (AI),Strong Header","Cứng cỏi,Xoạc bóng (AI),Đánh đầu mạnh","不易受伤,铲断高手 (AI),强力头球","강철몸,슬라이딩 태클 선호 (AI),강력한 헤딩","",""
"23158023","158023",90,80,83,82,81,75,73,65,89,88,90,91,92,70,78,75,90,87,74,85,95,94,22,85,21,21,15,52,15,10,14,15,16,5,"0","0","0","0","0","0","Lionel Messi","L. Messi","badged y2023","2016","",89,"st-85,rw-89,cf-89",4,"Argentina","FC Barcelona","24.6.1987 (30)","170","72","5","3","2","1","Perfect Striker,Goal Getter,Acrobatic,Delivery cross,Cannon Shooter,Technician,Fast runner","Cây săn bàn,Xạ thủ,Nghệ sĩ,Tạt bóng,Đại pháo,Vũ công,Tia chớp","完美的进球机器,进球机器,杂耍高手,传中高手,远射高手,控球大师,飞翼","완벽한 공격수,골게터,아크로바틱,택배 크로스,캐논 슈터,테크니션,날쌘돌이","Prefer main feet","Tránh sai chân thuận","善用惯用脚","주발 선호","",""
"23158121","158121",18,35,21,22,20,20,23,20,16,54,51,39,75,47,51,65,49,37,35,20,18,17,25,18,17,19,23,29,85,84,81,87,88,5,"0","0","0","0","0","0","Benoit Costil","B. Costil","badged y2023","2016","",84,"gk-84",1,"France","Stade Rennais","3.7.1987 (30)","188","86","3","5","2","2","","","","","","","","","",""
"23158657","158657",16,22,17,16,14,16,18,17,17,46,43,43,62,58,51,63,37,24,33,16,22,16,26,23,16,17,16,38,78,80,78,81,77,5,"0","0","0","0","0","0","Thomas Kessler","T. Kessler","badged y2023","2016","",77,"gk-77",1,"Germany","1. FC Koln","20.1.1986 (31)","197","92","3","5","2","2","","","","","","","","","",""
"23159147","159147",69,80,64,71,52,57,70,86,62,78,71,63,84,82,75,82,75,81,83,71,79,67,88,70,84,82,83,80,19,21,24,20,21,5,"0","0","0","0","0","0","Loic Perrin","L. Perrin","badged y2023","2016","",83,"cb-83",2,"France","AS Saint-Etienne","7.8.1985 (32)","181","81","3","5","2","2","Perfect Defender,Tanker,Vacuum Cleaner,Wall of Wail,Dominator of the air","Tảng đá,Chiến binh,Máy quét,Bức tường thép,Chuyên gia không chiến","完美防守大将,重量级球员,清道夫,抢断高手,高空制空权","완벽한 수비수,탱커,진공 청소기,통곡의 벽,공중의 지배자","Glass Body,Leadership","Dễ chấn thương,Lãnh đạo","玻璃人,领导力","유리몸,리더쉽","",""
"23161644","161644",51,75,54,55,44,58,53,76,52,79,81,71,84,83,68,77,69,76,69,56,71,54,84,63,84,82,84,89,20,26,20,22,23,5,"0","0","0","0","0","0","Marvin Matip","M. Matip","badged y2023","2016","",81,"cb-81",2,"Cameroon","FC Ingolstadt 04","25.9.1985 (32)","184","83","2","5","2","2","Vacuum Cleaner,Wall of Wail","Máy quét,Bức tường thép","清道夫,抢断高手","진공 청소기,통곡의 벽","Leadership","Lãnh đạo","领导力","리더쉽","",""
"23161793","161793",83,86,84,66,80,57,71,85,86,70,63,66,81,69,63,86,62,60,49,62,82,75,44,70,52,50,57,66,26,27,24,21,33,5,"0","0","0","0","0","0","Agirretxe","Agirretxe","badged y2023","2016","",80,"st-80",3,"Spain","Real Sociedad","24.2.1987 (30)","187","77","3","5","2","2","Perfect Striker,Tanker,Dominator of the air,Solver","Cây săn bàn,Chiến binh,Chuyên gia không chiến,Sát thủ","完美的进球机器,重量级球员,高空制空权,终结者","완벽한 공격수,탱커,공중의 지배자,해결사","","","","","",""
"23162981","162981",80,86,70,88,81,74,73,59,76,84,87,87,84,68,88,77,85,87,82,88,82,89,70,84,72,73,64,81,30,32,21,27,26,5,"0","0","0","0","0","0","James Morrison","J. Morrison","badged y2023","2016","",82,"rm-84,cm-82,cdm-78",3,"Scotland","West Brom","25.5.1986 (31)","178","64","3","5","2","2","Perfect Striker,Perfect Midfielder,Goal Getter,Acrobatic,Cannon Shooter,Maestro,Technician,Fast runner","Cây săn bàn,Nhạc trưởng,Xạ thủ,Nghệ sĩ,Đại pháo,Bậc thầy,Vũ công,Tia chớp","完美的进球机器,完美的中场大师,进球机器,杂耍高手,远射高手,节奏大师,控球大师,飞翼","완벽한 공격수,완벽한 미드필더,골게터,아크로바틱,캐논 슈터,마에스트로,테크니션,날쌘돌이","Prefer long shot (AI)","Sút xa (AI)","重炮手 (AI)","중거리 슛 선호 (AI)","",""
"23163303","163303",73,76,73,77,72,82,73,73,64,62,38,75,78,71,82,81,69,83,77,77,77,78,88,76,83,74,79,85,20,27,21,25,26,5,"0","0","0","0","0","0","Glenn Whelan","G. Whelan","badged y2023","2016","",81,"cm-78,cdm-81",3,"Ireland Republic","Stoke City","13.1.1984 (33)","180","80","4","5","2","3","Tanker,Vacuum Cleaner,Technician","Chiến binh,Máy quét,Vũ công","重量级球员,清道夫,控球大师","탱커,진공 청소기,테크니션","","","","","",""
"23163530","163530",61,77,55,74,64,61,69,71,60,64,63,79,83,78,82,79,78,86,81,67,76,68,83,79,80,79,84,79,23,24,27,20,20,5,"0","0","0","0","0","0","Jeremy Clement","J. Clement","badged y2023","2016","",81,"cm-78,cdm-81",2,"France","AS Saint-Etienne","26.8.1984 (33)","180","76","5","3","1","3","Perfect Defender,Acrobatic,Vacuum Cleaner,Wall of Wail,Maestro","Tảng đá,Nghệ sĩ,Máy quét,Bức tường thép,Bậc thầy","完美防守大将,杂耍高手,清道夫,抢断高手,节奏大师","완벽한 수비수,아크로바틱,진공 청소기,통곡의 벽,마에스트로","Prefer main feet","Tránh sai chân thuận","善用惯用脚","주발 선호","",""
"23163587","163587",15,35,16,16,17,17,27,18,16,47,39,57,64,56,34,52,45,22,20,20,25,15,22,52,16,16,16,33,90,85,86,84,81,5,"0","0","0","0","0","0","Kasper Schmeichel","K. Schmeichel","badged y2023","2016","",82,"gk-82",1,"Denmark","Leicester City","5.11.1986 (31)","185","76","3","5","2","2","","","","","GK Assist in Offense (AI)","Lao lên tham gia phạt góc (AI)","GK 参与进攻 (AI)","GK 공격 가담 (AI)","",""
"23163631","163631",62,88,78,89,76,84,72,76,72,82,80,68,79,80,88,70,76,84,84,86,86,84,85,80,83,83,91,83,24,22,28,20,30,5,"0","0","0","0","0","0","Leighton Baines","L. Baines","badged y2023","2016","",84,"rb-84",3,"England","Everton","11.12.1984 (33)","170","70","5","3","3","2","Vacuum Cleaner,Wall of Wail,Freekick Specialist,Delivery cross,Cannon Shooter,Technician","Máy quét,Bức tường thép,Chuyên gia đá phạt,Tạt bóng,Đại pháo,Vũ công","清道夫,抢断高手,任意球大师,传中高手,远射高手,控球大师","진공 청소기,통곡의 벽,프리킥 스페셜리스트,택배 크로스,캐논 슈터,테크니션","Prefer early cross (AI),Prefer long shot (AI)","Tạt bóng sớm (AI),Sút xa (AI)","斜传好手 (AI),重炮手 (AI)","斜传好手 (AI),중거리 슛 선호 (AI)","",""
"23163791","163791",16,23,13,13,13,14,21,13,16,48,45,50,65,63,36,53,37,34,35,15,25,13,23,33,17,16,16,22,81,79,74,85,82,5,"0","0","0","0","0","0","Geoffrey Jourdren","G. Jourdren","badged y2023","2016","",79,"gk-79",1,"France","Montpellier HPC","4.2.1986 (31)","181","81","3","5","2","2","","","","","Glass Body,GK Assist in Offense (AI)","Dễ chấn thương,Lao lên tham gia phạt góc (AI)","玻璃人,GK 参与进攻 (AI)","유리몸,GK 공격 가담 (AI)","",""
"23163806","163806",14,25,17,18,14,14,24,14,19,49,44,64,65,77,56,57,62,36,38,16,16,16,23,37,15,16,14,40,78,82,81,84,79,5,"0","0","0","0","0","0","Sergio","Sergio","badged y2023","2016","",79,"gk-79",1,"Spain","Celta de Vigo","3.8.1986 (31)","179","75","3","5","2","2","","","","","GK Swift punching","Đấm bóng","GK 敏捷的拳击球","GK 날렵한 펀칭","",""
"23164459","164459",82,87,85,89,79,85,86,74,81,84,71,79,85,80,90,78,82,86,79,87,86,84,74,89,67,67,71,88,23,26,21,24,27,5,"0","0","0","0","0","0","Sebastian Larsson","S. Larsson","badged y2023","2016","",83,"rm-83,cm-83",3,"Sweden","Sunderland","6.6.1985 (32)","178","70","3","5","2","2","Perfect Striker,Perfect Midfielder,Goal Getter,Acrobatic,Freekick Specialist,Delivery cross,Cannon Shooter,Maestro,Technician,Solver","Cây săn bàn,Nhạc trưởng,Xạ thủ,Nghệ sĩ,Chuyên gia đá phạt,Tạt bóng,Đại pháo,Bậc thầy,Vũ công,Sát thủ","完美的进球机器,完美的中场大师,进球机器,杂耍高手,任意球大师,传中高手,远射高手,节奏大师,控球大师,终结者","완벽한 공격수,완벽한 미드필더,골게터,아크로바틱,프리킥 스페셜리스트,택배 크로스,캐논 슈터,마에스트로,테크니션,해결사","Glass Body","Dễ chấn thương","玻璃人","유리몸","",""
"23164477","164477",64,75,68,72,72,55,45,75,90,82,81,80,81,75,91,89,83,88,77,69,80,76,80,84,78,69,74,90,22,17,20,16,17,5,"0","0","0","0","0","0","John Obi Mikel","J. Mikel","badged y2023","2016","",81,"cdm-81",2,"Nigeria","Chelsea","22.4.1987 (30)","188","83","3","5","2","3","Tanker,Acrobatic,Vacuum Cleaner","Chiến binh,Nghệ sĩ,Máy quét","重量级球员,杂耍高手,清道夫","탱커,아크로바틱,진공 청소기","Prefer sliding tackle (AI),Short tempered","Xoạc bóng (AI),Tranh cãi trọng tài","铲断高手 (AI),与裁判争论","슬라이딩 태클 선호 (AI),다혈질","",""
"23164859","164859",82,77,69,63,75,73,73,60,86,95,95,85,85,69,79,62,85,77,68,77,85,88,40,75,43,44,36,64,19,20,23,29,22,5,"0","0","0","0","0","0","Theo Walcott","T. Walcott","badged y2023","2016","",83,"st-79,rw-83,rm-83",3,"England","Arsenal","16.3.1989 (28)","176","68","3","5","2","2","Acrobatic,Technician,Fast runner","Nghệ sĩ,Vũ công,Tia chớp","杂耍高手,控球大师,飞翼","아크로바틱,테크니션,날쌘돌이","Glass Body,Sharp curling shot","Dễ chấn thương,Sút xoáy","玻璃人,搓射高手","유리몸,예리한 감아차기","",""
"23165109","165109",38,70,47,65,52,59,61,79,54,81,84,79,88,85,76,81,66,75,66,68,72,62,91,50,92,86,91,85,27,25,27,26,23,5,"0","0","0","0","0","0","Stefan Radu","S. Radu","badged y2023","2016","",82,"rb-82,cb-85",2,"Romania","Lazio","22.10.1986 (31)","183","79","5","3","2","3","Perfect Defender,Tanker,Acrobatic,Vacuum Cleaner,Wall of Wail,Fast runner","Tảng đá,Chiến binh,Nghệ sĩ,Máy quét,Bức tường thép,Tia chớp","完美防守大将,重量级球员,杂耍高手,清道夫,抢断高手,飞翼","완벽한 수비수,탱커,아크로바틱,진공 청소기,통곡의 벽,날쌘돌이","Leadership,Prefer long shot (AI)","Lãnh đạo,Sút xa (AI)","领导力,重炮手 (AI)","리더쉽,중거리 슛 선호 (AI)","",""
